chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation
chrX	39172684	39172685	CITS_50[gene=chrX_f_c1237][PH=3][PH0=0.00][P=7.73e-07]	3	+	Satellite/LC			TE
chrX	39176135	39176136	CITS_51[gene=chrX_f_c1237][PH=2][PH0=0.00][P=9.82e-03]	2	+	LTR/ERV			TE
chrX	40194908	40194909	CITS_52[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	Alu			TE
chrX	41032571	41032572	CITS_53[gene=chrX_f_c1266][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu			TE
chrX	41098307	41098308	CITS_54[gene=chrX_f_c1266][PH=4][PH0=0.00][P=1.49e-06]	4	+	Alu	ENSG00000124486.16		TE
chrX	41107062	41107063	CITS_55[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	Alu	ENSG00000124486.16		TE
chrX	41107186	41107187	CITS_56[gene=chrX_f_c1266][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	ENSG00000124486.16		TE
chrX	41112148	41112149	CITS_57[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	LINE	ENSG00000124486.16		TE
chrX	41118025	41118026	CITS_58[gene=chrX_f_c1266][PH=4][PH0=0.00][P=1.49e-06]	4	+	Alu	ENSG00000124486.16		TE
chrX	41118168	41118169	CITS_59[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	LINE	ENSG00000124486.16		TE
chrX	41144610	41144611	CITS_60[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	CDS	ENSG00000124486.16		Genic
chrX	41168955	41168956	CITS_61[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	Deep intronic	ENSG00000124486.16		Genic
chrX	41183303	41183304	CITS_63[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	Deep intronic	ENSG00000124486.16		Genic
chrX	41187315	41187316	CITS_64[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	LINE	ENSG00000124486.16		TE
chrX	41187582	41187583	CITS_65[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	Deep intronic	ENSG00000124486.16		Genic
chrX	41206067	41206068	CITS_66[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	Alu	ENSG00000124486.16		TE
chrX	41207435	41207436	CITS_67[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	LINE	ENSG00000124486.16		TE
chrX	41207498	41207499	CITS_68[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	Deep intronic	ENSG00000124486.16		Genic
chrX	41209007	41209008	CITS_69[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	LINE	ENSG00000124486.16		TE
chrX	41209331	41209332	CITS_70[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	LINE	ENSG00000124486.16		TE
chrX	41216420	41216421	CITS_71[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	CDS	ENSG00000124486.16		Genic
chrX	41234051	41234052	CITS_72[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	3'UTR	ENSG00000124486.16		Genic
chrX	41292832	41292833	CITS_73[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	Other exon	ENSG00000199564.1	RNA5SP502	Genic
chrX	41338029	41338030	CITS_74[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	3'UTR	ENSG00000215301.12		Genic
chrX	41338262	41338263	CITS_75[gene=chrX_f_c1266][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSG00000215301.12		Genic
chrX	41338370	41338371	CITS_76[gene=chrX_f_c1266][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSG00000215301.12		Genic
chrX	41338737	41338738	CITS_77[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	3'UTR	ENSG00000215301.12		Genic
chrX	41340076	41340077	CITS_78[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	5'UTR	ENSG00000215301.12		Genic
chrX	41341933	41341934	CITS_79[gene=chrX_f_c1266][PH=8][PH0=0.00][P=1.00e-100]	8	+	First intron	ENSG00000215301.12		Genic
chrX	41347852	41347853	CITS_80[gene=chrX_f_c1266][PH=10][PH0=0.00][P=1.00e-100]	10	+	3'UTR	ENSG00000215301.12		Genic
chrX	41348052	41348053	CITS_81[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	3'UTR	ENSG00000215301.12		Genic
chrX	41349096	41349097	CITS_82[gene=chrX_f_c1266][PH=7][PH0=0.00][P=1.00e-100]	7	+	3'UTR	ENSG00000215301.12		Genic
chrX	41349176	41349177	CITS_83[gene=chrX_f_c1266][PH=4][PH0=0.00][P=1.49e-06]	4	+	3'UTR	ENSG00000215301.12		Genic
chrX	41349540	41349541	CITS_84[gene=chrX_f_c1266][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000215301.12		Genic
chrX	41349907	41349908	CITS_85[gene=chrX_f_c1266][PH=3][PH0=0.00][P=3.02e-03]	3	+	3'UTR	ENSG00000215301.12		Genic
chrX	44700005	44700006	CITS_86[gene=chrX_f_c1337][PH=4][PH0=0.00][P=1.14e-06]	4	+	Alu			TE
chrX	44907762	44907763	CITS_87[gene=chrX_f_c1337][PH=3][PH0=0.00][P=2.13e-03]	3	+	Satellite/LC	ENSG00000147050.19		TE
chrX	44916813	44916814	CITS_88[gene=chrX_f_c1337][PH=3][PH0=0.00][P=2.13e-03]	3	+	Alu	ENSG00000147050.19		TE
chrX	44923898	44923899	CITS_89[gene=chrX_f_c1337][PH=3][PH0=0.00][P=2.13e-03]	3	+	Alu	ENSG00000147050.19		TE
chrX	44937125	44937126	CITS_90[gene=chrX_f_c1337][PH=3][PH0=0.00][P=2.13e-03]	3	+	Deep intronic	ENSG00000147050.19		Genic
chrX	45239683	45239684	CITS_91[gene=chrX_f_c1337][PH=3][PH0=0.00][P=2.13e-03]	3	+	Alu			TE
chrX	45878110	45878111	CITS_92[gene=chrX_f_c1372][PH=3][PH0=0.00][P=1.70e-06]	3	+	Alu	ENSG00000301642.1	""	TE
chrX	45939753	45939754	CITS_93[gene=chrX_f_c1372][PH=7][PH0=0.00][P=1.00e-100]	7	+	Intergenic			Intergenic
chrX	46548115	46548116	CITS_94[gene=chrX_f_c1423][PH=3][PH0=0.00][P=6.58e-04]	3	+	Proximal intronic	ENSG00000230844.4	ZNF674-AS1	Genic
chrX	47020463	47020464	CITS_95[gene=chrX_f_c1423][PH=3][PH0=0.00][P=6.58e-04]	3	+	Deep intronic	ENSG00000102221.14	JADE3	Genic
chrX	47195687	47195688	CITS_96[gene=chrX_f_c1423][PH=3][PH0=0.00][P=6.58e-04]	3	+	3'UTR-distal	ENSG00000130985.18		Genic
chrX	47227946	47227947	CITS_97[gene=chrX_f_c1423][PH=3][PH0=0.00][P=6.58e-04]	3	+	LINE	ENSG00000102225.18		TE
chrX	47229302	47229303	CITS_98[gene=chrX_f_c1423][PH=3][PH0=0.00][P=6.58e-04]	3	+	3'UTR	ENSG00000102225.18		Genic
chrX	48577570	48577571	CITS_99[gene=chrX_f_c1423][PH=3][PH0=0.00][P=6.58e-04]	3	+	3'UTR	ENSG00000102317.19		Genic
chrX	48577625	48577626	CITS_100[gene=chrX_f_c1423][PH=3][PH0=0.00][P=6.58e-04]	3	+	3'UTR	ENSG00000102317.19		Genic
chrX	48578191	48578192	CITS_101[gene=chrX_f_c1423][PH=7][PH0=0.00][P=1.00e-100]	7	+	3'UTR	ENSG00000102317.19		Genic
chrX	48580564	48580565	CITS_102[gene=chrX_f_c1423][PH=3][PH0=0.00][P=6.58e-04]	3	+	3'UTR	ENSG00000102317.19		Genic
chrX	49808282	49808283	CITS_103[gene=chrX_f_c1471][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	ENSG00000101951.19		TE
chrX	50078772	50078773	CITS_104[gene=chrX_f_c1471][PH=3][PH0=0.00][P=2.33e-05]	3	+	Deep intronic	ENSG00000171365.18		Genic
chrX	50675667	50675668	CITS_105[gene=chrX_f_c1471][PH=3][PH0=0.00][P=2.33e-05]	3	+	LINE			TE
chrX	51118626	51118627	CITS_106[gene=chrX_f_c1471][PH=4][PH0=0.00][P=1.65e-09]	4	+	Deep intronic			Genic
chrX	52211378	52211379	CITS_107[gene=chrX_f_c1647][PH=3][PH0=0.00][P=5.69e-06]	3	+	Deep intronic			Genic
chrX	52623950	52623951	CITS_108[gene=chrX_f_c1669][PH=2][PH0=0.00][P=6.79e-03]	2	+	First intron	ENSG00000290686.2	""	Genic
chrX	52669217	52669218	CITS_109[gene=chrX_f_c1669][PH=3][PH0=0.00][P=4.46e-07]	3	+	Alu			TE
chrX	52897858	52897859	CITS_110[gene=chrX_f_c1678][PH=3][PH0=0.00][P=1.13e-04]	3	+	5'UTR	ENSG00000179304.19		Genic
chrX	53105188	53105189	CITS_111[gene=chrX_f_c1678][PH=3][PH0=0.00][P=1.13e-04]	3	+	LINE	ENSG00000232593.9		TE
chrX	53162042	53162043	CITS_112[gene=chrX_f_c1678][PH=4][PH0=0.00][P=2.42e-08]	4	+	LTR/ERV			TE
chrX	53824370	53824371	CITS_113[gene=chrX_f_c1685][PH=3][PH0=0.00][P=1.10e-05]	3	+	LINE			TE
chrX	53838215	53838216	CITS_114[gene=chrX_f_c1685][PH=3][PH0=0.00][P=1.10e-05]	3	+	LINE			TE
chrX	53934512	53934513	CITS_115[gene=chrX_f_c1685][PH=8][PH0=0.00][P=1.00e-100]	8	+	Deep intronic			Genic
chrX	54111664	54111665	CITS_116[gene=chrX_f_c1685][PH=4][PH0=0.00][P=1.04e-09]	4	+	LINE			TE
chrX	54374394	54374395	CITS_117[gene=chrX_f_c1688][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu			TE
chrX	54565786	54565787	CITS_118[gene=chrX_f_c1688][PH=4][PH0=0.00][P=2.83e-07]	4	+	3'UTR	ENSG00000130119.18		Genic
chrX	54565988	54565989	CITS_119[gene=chrX_f_c1688][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSG00000130119.18		Genic
chrX	54566192	54566193	CITS_120[gene=chrX_f_c1688][PH=3][PH0=0.00][P=6.64e-04]	3	+	3'UTR	ENSG00000130119.18		Genic
chrX	54584961	54584962	CITS_121[gene=chrX_f_c1688][PH=4][PH0=0.00][P=2.83e-07]	4	+	Alu	ENSG00000130119.18		TE
chrX	56909422	56909423	CITS_122[gene=chrX_f_c1744][PH=18][PH0=0.00][P=1.00e-100]	18	+	LINE			TE
chrX	68531464	68531465	CITS_124[gene=chrX_f_c2153][PH=3][PH0=0.00][P=4.13e-05]	3	+	Deep intronic	ENSG00000181704.13		Genic
chrX	68535801	68535802	CITS_125[gene=chrX_f_c2153][PH=3][PH0=0.00][P=4.13e-05]	3	+	3'UTR	ENSG00000181704.13		Genic
chrX	69936605	69936606	CITS_126[gene=chrX_f_c2161][PH=3][PH0=0.00][P=2.05e-04]	3	+	First intron	ENSG00000158813.18	EDA	Genic
chrX	71286490	71286491	CITS_127[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	LINE	ENSG00000147140.18		TE
chrX	71287872	71287873	CITS_128[gene=chrX_f_c2224][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	ENSG00000147140.18		TE
chrX	71288263	71288264	CITS_129[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	Alu	ENSG00000147140.18		TE
chrX	71292504	71292505	CITS_130[gene=chrX_f_c2224][PH=6][PH0=0.00][P=1.00e-100]	6	+	LINE	ENSG00000147140.18		TE
chrX	71295942	71295943	CITS_131[gene=chrX_f_c2224][PH=4][PH0=0.00][P=1.14e-06]	4	+	Deep intronic	ENSG00000147140.18		Genic
chrX	71299189	71299190	CITS_132[gene=chrX_f_c2224][PH=4][PH0=0.00][P=1.14e-06]	4	+	Alu	ENSG00000147140.18		TE
chrX	71299373	71299374	CITS_133[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	Deep intronic	ENSG00000147140.18		Genic
chrX	71299459	71299460	CITS_134[gene=chrX_f_c2224][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSG00000147140.18		Genic
chrX	71300841	71300842	CITS_135[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	3'UTR	ENSG00000147140.18		Genic
chrX	71409540	71409541	CITS_136[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	Other SINE	ENSG00000147133.19		TE
chrX	71412302	71412303	CITS_138[gene=chrX_f_c2224][PH=4][PH0=0.00][P=1.14e-06]	4	+	Alu	ENSG00000147133.19		TE
chrX	71536248	71536249	CITS_139[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	CDS	ENSG00000147162.16		Genic
chrX	71539214	71539215	CITS_140[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	Deep intronic	ENSG00000147162.16		Genic
chrX	71539299	71539300	CITS_141[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	Deep intronic	ENSG00000147162.16		Genic
chrX	71545052	71545053	CITS_142[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	Deep intronic	ENSG00000147162.16		Genic
chrX	71545982	71545983	CITS_143[gene=chrX_f_c2224][PH=4][PH0=0.00][P=1.14e-06]	4	+	Deep intronic	ENSG00000147162.16		Genic
chrX	71547416	71547417	CITS_144[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	Deep intronic	ENSG00000147162.16		Genic
chrX	71554185	71554186	CITS_145[gene=chrX_f_c2224][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSG00000147162.16		Genic
chrX	71574158	71574159	CITS_146[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	3'UTR	ENSG00000147162.16		Genic
chrX	71574322	71574323	CITS_147[gene=chrX_f_c2224][PH=4][PH0=0.00][P=1.14e-06]	4	+	3'UTR	ENSG00000147162.16		Genic
chrX	71574574	71574575	CITS_148[gene=chrX_f_c2224][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000147162.16		Genic
chrX	71574947	71574948	CITS_149[gene=chrX_f_c2224][PH=15][PH0=0.00][P=1.00e-100]	15	+	3'UTR	ENSG00000147162.16		Genic
chrX	71575125	71575126	CITS_150[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	3'UTR	ENSG00000147162.16		Genic
chrX	71575425	71575426	CITS_151[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	3'UTR	ENSG00000147162.16		Genic
chrX	71575475	71575476	CITS_152[gene=chrX_f_c2224][PH=12][PH0=0.00][P=1.00e-100]	12	+	3'UTR	ENSG00000147162.16		Genic
chrX	71575615	71575616	CITS_153[gene=chrX_f_c2224][PH=4][PH0=0.00][P=1.14e-06]	4	+	3'UTR	ENSG00000147162.16		Genic
chrX	71784325	71784326	CITS_154[gene=chrX_f_c2224][PH=53][PH0=0.00][P=1.00e-100]	53	+	Deep intronic			Genic
chrX	72461843	72461844	CITS_155[gene=chrX_f_c2224][PH=3][PH0=0.00][P=2.52e-03]	3	+	Deep intronic			Genic
chrX	73947263	73947264	CITS_157[gene=chrX_f_c2335][PH=8][PH0=0.00][P=1.00e-100]	8	+	Proximal intronic	ENSG00000225470.10	JPX	Genic
chrX	73947338	73947339	CITS_158[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	Deep intronic	ENSG00000225470.10	JPX	Genic
chrX	73947428	73947429	CITS_159[gene=chrX_f_c2335][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSG00000225470.10	JPX	Genic
chrX	73953279	73953280	CITS_160[gene=chrX_f_c2335][PH=7][PH0=0.00][P=1.00e-100]	7	+	LINE	ENSG00000225470.10	JPX	TE
chrX	73959046	73959047	CITS_161[gene=chrX_f_c2335][PH=5][PH0=0.00][P=1.33e-08]	5	+	LINE	ENSG00000225470.10	JPX	TE
chrX	73960679	73960680	CITS_162[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	Alu	ENSG00000225470.10	JPX	TE
chrX	73965072	73965073	CITS_163[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	LINE	ENSG00000225470.10	JPX	TE
chrX	73965408	73965409	CITS_164[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	Alu	ENSG00000225470.10	JPX	TE
chrX	73971635	73971636	CITS_165[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	LINE	ENSG00000225470.10	JPX	TE
chrX	73971815	73971816	CITS_166[gene=chrX_f_c2335][PH=7][PH0=0.00][P=1.00e-100]	7	+	LINE	ENSG00000225470.10	JPX	TE
chrX	73976831	73976832	CITS_167[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	LINE	ENSG00000225470.10	JPX	TE
chrX	73979113	73979114	CITS_168[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	Alu	ENSG00000225470.10	JPX	TE
chrX	73983121	73983122	CITS_169[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	LINE	ENSG00000225470.10	JPX	TE
chrX	73984743	73984744	CITS_170[gene=chrX_f_c2335][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	ENSG00000225470.10	JPX	TE
chrX	73988954	73988955	CITS_171[gene=chrX_f_c2335][PH=4][PH0=0.00][P=1.52e-05]	4	+	Deep intronic	ENSG00000225470.10	JPX	Genic
chrX	74967356	74967357	CITS_172[gene=chrX_f_c2346][PH=2][PH0=0.00][P=1.88e-03]	2	+	Intergenic			Intergenic
chrX	79027334	79027335	CITS_173[gene=chrX_f_c2524][PH=6][PH0=0.00][P=1.00e-100]	6	+	LINE			TE
chrX	81079885	81079886	CITS_174[gene=chrX_f_c2610][PH=4][PH0=0.00][P=2.15e-09]	4	+	Alu			TE
chrX	81672225	81672226	CITS_175[gene=chrX_f_c2615][PH=2][PH0=0.00][P=1.78e-03]	2	+	LINE			TE
chrX	83492646	83492647	CITS_176[gene=chrX_f_c2754][PH=68][PH0=0.00][P=1.00e-100]	68	+	Deep intronic			Genic
chrX	86140715	86140716	CITS_177[gene=chrX_f_c2961][PH=4][PH0=0.00][P=1.22e-08]	4	+	Satellite/LC			TE
chrX	87249545	87249546	CITS_178[gene=chrX_f_c2981][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu			TE
chrX	87748170	87748171	CITS_179[gene=chrX_f_c2998][PH=3][PH0=0.00][P=4.37e-06]	3	+	Deep intronic			Genic
chrX	87793807	87793808	CITS_180[gene=chrX_f_c2998][PH=7][PH0=0.00][P=1.00e-100]	7	+	LINE			TE
chrX	87905634	87905635	CITS_181[gene=chrX_f_c2998][PH=3][PH0=0.00][P=4.37e-06]	3	+	Intergenic			Intergenic
chrX	87932129	87932130	CITS_182[gene=chrX_f_c2998][PH=8][PH0=0.00][P=1.00e-100]	8	+	LINE			TE
chrX	88563063	88563064	CITS_183[gene=chrX_f_c3034][PH=2][PH0=0.00][P=7.49e-03]	2	+	LINE			TE
chrX	89893096	89893097	CITS_184[gene=chrX_f_c3062][PH=4][PH0=0.00][P=1.00e-100]	4	+	Intergenic			Intergenic
chrX	91054668	91054669	CITS_185[gene=chrX_f_c3136][PH=2][PH0=0.00][P=6.94e-03]	2	+	Intergenic			Intergenic
chrX	91118189	91118190	CITS_186[gene=chrX_f_c3137][PH=4][PH0=0.12][P=1.46e-03]	4	+	Alu			TE
chrX	91290980	91290981	CITS_187[gene=chrX_f_c3152][PH=2][PH0=0.00][P=7.09e-03]	2	+	Alu			TE
chrX	92109974	92109975	CITS_188[gene=chrX_f_c3196][PH=3][PH0=0.00][P=3.83e-06]	3	+	Deep intronic	ENSG00000102290.23	PCDH11X	Genic
chrX	92584944	92584945	CITS_189[gene=chrX_f_c3196][PH=3][PH0=0.00][P=3.83e-06]	3	+	Alu	ENSG00000102290.23	PCDH11X	TE
chrX	92634278	92634279	CITS_190[gene=chrX_f_c3196][PH=13][PH0=0.00][P=1.00e-100]	13	+	Intergenic			Intergenic
chrX	92836983	92836984	CITS_191[gene=chrX_f_c3202][PH=8][PH0=0.45][P=4.58e-06]	8	+	LINE			TE
chrX	94896774	94896775	CITS_192[gene=chrX_f_c3301][PH=3][PH0=0.00][P=1.37e-06]	3	+	LINE			TE
chrX	95488897	95488898	CITS_193[gene=chrX_f_c3302][PH=3][PH0=0.00][P=4.50e-06]	3	+	Intergenic			Intergenic
chrX	96560429	96560430	CITS_194[gene=chrX_f_c3310][PH=3][PH0=0.00][P=8.86e-04]	3	+	Alu			TE
chrX	98422926	98422927	CITS_196[gene=chrX_f_c3423][PH=2][PH0=0.00][P=5.10e-04]	2	+	Deep intronic			Genic
chrX	99280799	99280800	CITS_197[gene=chrX_f_c3427][PH=3][PH0=0.00][P=2.45e-06]	3	+	Intergenic			Intergenic
chrX	99871083	99871084	CITS_198[gene=chrX_f_c3448][PH=5][PH0=0.00][P=1.00e-100]	5	+	LINE			TE
chrX	101150673	101150674	CITS_199[gene=chrX_f_c3539][PH=3][PH0=0.00][P=1.45e-03]	3	+	LINE	ENSG00000102384.15		TE
chrX	101158584	101158585	CITS_200[gene=chrX_f_c3539][PH=4][PH0=0.00][P=8.10e-07]	4	+	LINE	ENSG00000102384.15		TE
chrX	101158806	101158807	CITS_201[gene=chrX_f_c3539][PH=3][PH0=0.00][P=1.45e-03]	3	+	Alu	ENSG00000102384.15		TE
chrX	101163155	101163156	CITS_202[gene=chrX_f_c3539][PH=3][PH0=0.00][P=1.45e-03]	3	+	3'UTR	ENSG00000102384.15		Genic
chrX	102775928	102775929	CITS_203[gene=chrX_f_c3581][PH=3][PH0=0.00][P=5.07e-03]	3	+	LINE	ENSG00000223546.10	LINC00630	TE
chrX	102922907	102922908	CITS_204[gene=chrX_f_c3581][PH=4][PH0=0.00][P=4.42e-06]	4	+	Alu			TE
chrX	103505676	103505677	CITS_205[gene=chrX_f_c3583][PH=3][PH0=0.00][P=2.79e-05]	3	+	Deep intronic	ENSG00000281091.4	LL0XNC01-250H12.3	Genic
chrX	103834329	103834330	CITS_206[gene=chrX_f_c3638][PH=3][PH0=0.00][P=1.15e-04]	3	+	Deep intronic			Genic
chrX	103866780	103866781	CITS_207[gene=chrX_f_c3638][PH=3][PH0=0.00][P=1.15e-04]	3	+	Alu			TE
chrX	103978576	103978577	CITS_208[gene=chrX_f_c3638][PH=3][PH0=0.00][P=1.15e-04]	3	+	Deep intronic			Genic
chrX	104038237	104038238	CITS_209[gene=chrX_f_c3638][PH=3][PH0=0.00][P=1.15e-04]	3	+	LTR/ERV			TE
chrX	104182164	104182165	CITS_210[gene=chrX_f_c3638][PH=3][PH0=0.00][P=1.15e-04]	3	+	Alu	ENSG00000123575.10		TE
chrX	104183258	104183259	CITS_211[gene=chrX_f_c3638][PH=3][PH0=0.00][P=1.15e-04]	3	+	Deep intronic	ENSG00000123575.10		Genic
chrX	104190032	104190033	CITS_212[gene=chrX_f_c3638][PH=3][PH0=0.00][P=1.15e-04]	3	+	3'UTR	ENSG00000123575.10		Genic
chrX	104195731	104195732	CITS_213[gene=chrX_f_c3638][PH=3][PH0=0.00][P=1.15e-04]	3	+	3'UTR	ENSG00000123575.10		Genic
chrX	104991884	104991885	CITS_214[gene=chrX_f_c3638][PH=5][PH0=0.00][P=1.00e-100]	5	+	LINE	ENSG00000189108.14	IL1RAPL2	TE
chrX	105022887	105022888	CITS_215[gene=chrX_f_c3638][PH=8][PH0=0.00][P=1.00e-100]	8	+	Deep intronic	ENSG00000189108.14	IL1RAPL2	Genic
chrX	106239873	106239874	CITS_216[gene=chrX_f_c3638][PH=5][PH0=0.00][P=1.00e-100]	5	+	Intergenic			Intergenic
chrX	107651776	107651777	CITS_217[gene=chrX_f_c3802][PH=3][PH0=0.00][P=1.36e-04]	3	+	3'UTR-distal			Genic
chrX	108104352	108104353	CITS_218[gene=chrX_f_c3846][PH=3][PH0=0.00][P=3.63e-05]	3	+	LINE	ENSG00000101844.19		TE
chrX	108610160	108610161	CITS_219[gene=chrX_f_c3857][PH=3][PH0=0.00][P=1.30e-03]	3	+	LINE	ENSG00000188153.15		TE
chrX	109054155	109054156	CITS_220[gene=chrX_f_c3886][PH=3][PH0=0.00][P=1.95e-06]	3	+	TSS-proximal			Genic
chrX	109764543	109764544	CITS_221[gene=chrX_f_c3936][PH=3][PH0=0.00][P=3.05e-04]	3	+	Alu			TE
chrX	110009522	110009523	CITS_222[gene=chrX_f_c3936][PH=3][PH0=0.00][P=3.05e-04]	3	+	First intron	ENSG00000157600.14		Genic
chrX	111689370	111689371	CITS_224[gene=chrX_f_c4001][PH=4][PH0=0.01][P=4.57e-05]	4	+	3'UTR	ENSG00000101901.14		Genic
chrX	111691412	111691413	CITS_225[gene=chrX_f_c4001][PH=4][PH0=0.01][P=4.57e-05]	4	+	Deep intronic	ENSG00000101901.14		Genic
chrX	111693101	111693102	CITS_226[gene=chrX_f_c4001][PH=4][PH0=0.01][P=4.57e-05]	4	+	Deep intronic	ENSG00000101901.14		Genic
chrX	111711666	111711667	CITS_227[gene=chrX_f_c4001][PH=4][PH0=0.01][P=4.57e-05]	4	+	Proximal intronic	ENSG00000101901.14		Genic
chrX	113620824	113620825	CITS_228[gene=chrX_f_c4064][PH=18][PH0=0.00][P=1.00e-100]	18	+	Deep intronic			Genic
chrX	114138804	114138805	CITS_229[gene=chrX_f_c4097][PH=3][PH0=0.00][P=1.68e-06]	3	+	Intergenic			Intergenic
chrX	114225964	114225965	CITS_230[gene=chrX_f_c4097][PH=3][PH0=0.00][P=1.68e-06]	3	+	LINE			TE
chrX	114374523	114374524	CITS_231[gene=chrX_f_c4097][PH=4][PH0=0.00][P=2.93e-10]	4	+	LINE			TE
chrX	115545418	115545419	CITS_232[gene=chrX_f_c4135][PH=5][PH0=0.00][P=7.34e-09]	5	+	LTR/ERV			TE
chrX	115567061	115567062	CITS_233[gene=chrX_f_c4135][PH=3][PH0=0.00][P=7.44e-03]	3	+	First intron	ENSG00000102024.20		Genic
chrX	115570246	115570247	CITS_234[gene=chrX_f_c4135][PH=3][PH0=0.00][P=7.44e-03]	3	+	Other SINE	ENSG00000102024.20		TE
chrX	115570407	115570408	CITS_235[gene=chrX_f_c4135][PH=3][PH0=0.00][P=7.44e-03]	3	+	Other SINE	ENSG00000102024.20		TE
chrX	115604934	115604935	CITS_236[gene=chrX_f_c4135][PH=3][PH0=0.00][P=7.44e-03]	3	+	First intron	ENSG00000102024.20		Genic
chrX	115614281	115614282	CITS_237[gene=chrX_f_c4135][PH=3][PH0=0.00][P=7.44e-03]	3	+	Deep intronic	ENSG00000102024.20		Genic
chrX	115614334	115614335	CITS_238[gene=chrX_f_c4135][PH=3][PH0=0.00][P=7.44e-03]	3	+	Deep intronic	ENSG00000102024.20		Genic
chrX	115650207	115650208	CITS_239[gene=chrX_f_c4135][PH=3][PH0=0.00][P=7.44e-03]	3	+	3'UTR	ENSG00000102024.20		Genic
chrX	116356663	116356664	CITS_240[gene=chrX_f_c4166][PH=4][PH0=0.00][P=1.00e-100]	4	+	Intergenic			Intergenic
