chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr5	28184819	28184820	chr5_f_c47[k=1][m=2]	2	+	1	2	0	53	LINE	ENSG00000303914.1	""	TE
chr5	34077360	34077361	chr5_r_c55[k=1][m=2]	2	-	1	2	0	53	First intron	ENSG00000273294.1	C1QTNF3-AMACR	Genic
chr5	47428880	47428881	chr5_f_c84[k=1][m=2]	2	+	1	2	0	53	Satellite/LC			TE
chr5	51701721	51701722	chr5_r_c87[k=1][m=2]	2	-	1	2	0	53	LINE			TE
chr5	69884403	69884404	chr5_f_c116[k=1][m=2]	2	+	1	2	0	53	First intron	ENSG00000198237.8	GUSBP13	Genic
chr5	69935577	69935578	chr5_f_c118[k=1][m=2]	2	+	1	2	0	53	LINE	ENSG00000295602.1	""	TE
chr5	70810617	70810618	chr5_f_c124[k=1][m=2]	2	+	1	2	0	53	LINE	ENSG00000297805.1	""	TE
chr5	71192208	71192209	chr5_r_c124[k=1][m=2]	2	-	1	2	0	53	Deep intronic	ENSG00000296329.1	""	Genic
chr5	80651161	80651162	chr5_r_c140[k=1][m=2]	2	-	1	2	0	53	First intron	ENSG00000228716.8		Genic
chr5	88900963	88900964	chr5_f_c151[k=1][m=2]	2	+	1	2	0	53	First intron	ENSG00000248309.10	MEF2C-AS1	Genic
chr5	94845207	94845208	chr5_f_c160[k=1][m=2]	2	+	1	2	0	53	LTR/ERV			TE
chr5	99529808	99529809	chr5_f_c166[k=1][m=2]	2	+	1	2	0	53	First intron	ENSG00000249515.2	LINC02113	Genic
chr6	108513910	108513911	chr6_r_c156[k=1][m=2]	2	-	1	2	0	24	LINE	ENSG00000287044.2	""	TE
chr6	111326414	111326415	chr6_r_c164[k=1][m=2]	2	-	1	2	0	24	LINE	ENSG00000009413.17	REV3L	TE
chr6	113861983	113861984	chr6_f_c144[k=1][m=2]	2	+	1	2	0	24	3'UTR	ENSG00000277443.4		Genic
chr6	123473169	123473170	chr6_r_c182[k=1][m=2]	2	-	1	2	0	24	LINE	ENSG00000186439.17		TE
chr6	36639627	36639628	chr6_r_c39[k=1][m=2]	2	-	1	2	0	24	First intron	ENSG00000238554.1	RNU1-88P	Genic
chr6	57450787	57450788	chr6_f_c62[k=1][m=2]	2	+	1	2	0	24	Deep intronic	ENSG00000146143.20		Genic
chr6	57739748	57739749	chr6_r_c61[k=1][m=2]	2	-	1	2	0	24	Intergenic			Intergenic
chr6	60343731	60343732	chr6_f_c65[k=1][m=2]	2	+	1	2	0	24	Deep intronic	ENSG00000283453.3	PRIM2BP	Genic
chr6	73659920	73659921	chr6_f_c78[k=1][m=2]	2	+	1	2	0	24	Deep intronic			Genic
chr6	85858490	85858491	chr6_f_c89[k=1][m=2]	2	+	1	2	0	24	LINE			TE
chr6	89303384	89303385	chr6_f_c97[k=1][m=2]	2	+	1	2	0	24	Deep intronic			Genic
chr7	122233118	122233119	chr7_r_c239[k=1][m=2]	2	-	1	2	0	34	LINE	ENSG00000308663.1	""	TE
chr7	13668324	13668325	chr7_r_c32[k=1][m=2]	2	-	1	2	0	34	LINE			TE
chr7	143593019	143593020	chr7_f_c256[k=1][m=2]	2	+	1	2	0	34	LINE			TE
chr7	143868809	143868810	chr7_r_c280[k=1][m=2]	2	-	1	2	0	34	LINE	ENSG00000198420.11		TE
chr7	149321708	149321709	chr7_r_c291[k=1][m=2]	2	-	1	2	0	34	Deep intronic			Genic
chr7	22342897	22342898	chr7_r_c44[k=1][m=2]	2	-	1	2	0	34	LTR/ERV	ENSG00000136237.20	RAPGEF5	TE
chr7	25196652	25196653	chr7_f_c26[k=1][m=2]	2	+	1	2	0	34	LTR/ERV			TE
chr7	32966228	32966229	chr7_f_c42[k=1][m=2]	2	+	1	2	0	34	First intron	ENSG00000122642.12		Genic
chr7	36122705	36122706	chr7_r_c68[k=1][m=2]	2	-	1	2	0	34	LINE	ENSG00000305845.1	""	TE
chr7	55721625	55721626	chr7_r_c93[k=1][m=2]	2	-	1	2	0	34	First intron	ENSG00000299829.1	""	Genic
chr7	67101225	67101226	chr7_f_c102[k=1][m=2]	2	+	1	2	0	34	LTR/ERV	ENSG00000198874.15		TE
chr7	67339055	67339056	chr7_r_c99[k=1][m=2]	2	-	1	2	0	34	Deep intronic			Genic
chr7	74821855	74821856	chr7_r_c106[k=1][m=2]	2	-	1	2	0	34	Deep intronic	ENSG00000196275.17		Genic
chr7	76571994	76571995	chr7_f_c111[k=1][m=2]	2	+	1	2	0	34	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76602003	76602004	chr7_f_c114[k=1][m=2]	2	+	1	2	0	34	Deep intronic	ENSG00000290873.2	LINC03009	Genic
chr9	10384074	10384075	chr9_f_c17[k=1][m=2]	2	+	1	2	0	32	LINE			TE
chr9	109663025	109663026	chr9_f_c112[k=1][m=2]	2	+	1	2	0	32	LINE	ENSG00000157654.20		TE
chr9	111670075	111670076	chr9_f_c114[k=1][m=2]	2	+	1	2	0	32	3'UTR	ENSG00000242616.5		Genic
chr9	1573150	1573151	chr9_f_c5[k=1][m=2]	2	+	1	2	0	32	LINE			TE
chr9	35884195	35884196	chr9_r_c39[k=1][m=2]	2	-	1	2	0	32	LINE			TE
chr9	38581322	38581323	chr9_r_c47[k=1][m=2]	2	-	1	2	0	32	Deep intronic	ENSG00000180071.21	ANKRD18A	Genic
chr9	41006431	41006432	chr9_f_c53[k=1][m=2]	2	+	1	2	0	32	LINE	ENSG00000276291.8	FRG1HP	TE
chr9	74853792	74853793	chr9_r_c62[k=1][m=2]	2	-	1	2	0	32	Deep intronic	ENSG00000119121.23	TRPM6	Genic
chr9	83884611	83884612	chr9_r_c71[k=1][m=2]	2	-	1	2	0	32	LINE	ENSG00000165115.16		TE
chr9	85845255	85845256	chr9_f_c75[k=1][m=2]	2	+	1	2	0	32	LINE	ENSG00000165121.13	""	TE
chr9	97166004	97166005	chr9_r_c98[k=1][m=2]	2	-	1	2	0	32	Deep intronic	ENSG00000159712.10	ANKRD18CP	Genic
chrM	14625	14626	chrM_r_c6[k=1][m=2]	2	-	1	2	0	2	CDS	ENSG00000198695.2	MT-ND6	Genic
chrM	7498	7499	chrM_f_c32[k=1][m=2]	2	+	1	2	0	2	TSS-proximal			Genic
chrX	126775271	126775272	chrX_r_c94[k=1][m=2]	2	-	1	2	0	33	LINE			TE
chrX	138386939	138386940	chrX_r_c135[k=1][m=2]	2	-	1	2	0	33	LINE			TE
chrX	1395641	1395642	chrX_f_c0[k=1][m=2]	2	+	1	2	0	33	Satellite/LC	ENSG00000236871.8	LINC00106	TE
chrX	14624465	14624466	chrX_r_c12[k=1][m=2]	2	-	1	2	0	33	LINE			TE
chrX	151517957	151517958	chrX_f_c108[k=1][m=2]	2	+	1	2	0	33	LINE	ENSG00000214915.4	""	TE
chrX	153743067	153743068	chrX_f_c109[k=1][m=2]	2	+	1	2	0	33	CDS	ENSG00000101986.13		Genic
chrX	20127724	20127725	chrX_r_c18[k=1][m=2]	2	-	1	2	0	33	3'UTR	ENSG00000173674.12		Genic
chrX	2408568	2408569	chrX_r_c0[k=1][m=2]	2	-	1	2	0	33	Proximal intronic	ENSG00000169084.15	DHRSX	Genic
chrX	2663030	2663031	chrX_f_c1[k=1][m=2]	2	+	1	2	0	33	LTR/ERV			TE
chrX	2917870	2917871	chrX_r_c1[k=1][m=2]	2	-	1	2	0	33	CDS	ENSG00000006756.17		Genic
chrX	3020574	3020575	chrX_f_c2[k=1][m=2]	2	+	1	2	0	33	Alu	ENSG00000205667.3	ARSH	TE
chrX	40951157	40951158	chrX_r_c27[k=1][m=2]	2	-	1	2	0	33	LTR/ERV			TE
chrX	65785449	65785450	chrX_r_c43[k=1][m=2]	2	-	1	2	0	33	Deep intronic			Genic
chrX	67123361	67123362	chrX_f_c58[k=1][m=2]	2	+	1	2	0	33	LINE			TE
chrX	69679460	69679461	chrX_f_c60[k=1][m=2]	2	+	1	2	0	33	LINE	ENSG00000158813.18	EDA	TE
chrX	74250266	74250267	chrX_r_c61[k=1][m=2]	2	-	1	2	0	33	LTR/ERV	ENSG00000230590.13	FTX	TE
chrX	84949071	84949072	chrX_f_c66[k=1][m=2]	2	+	1	2	0	33	LTR/ERV			TE
chrX	92013842	92013843	chrX_r_c70[k=1][m=2]	2	-	1	2	0	33	LINE			TE
chrX	92459951	92459952	chrX_f_c67[k=1][m=2]	2	+	1	2	0	33	Deep intronic	ENSG00000102290.23	PCDH11X	Genic
chrX	94571747	94571748	chrX_r_c71[k=1][m=2]	2	-	1	2	0	33	LTR/ERV	ENSG00000299734.1	""	TE
chrX	99967462	99967463	chrX_r_c79[k=1][m=2]	2	-	1	2	0	33	LINE			TE
chrY	12374011	12374012	chrY_f_c2[k=1][m=2]	2	+	1	2	0	9	Other exon	ENSG00000225117.2	ARSDP1	Genic
chrY	1395641	1395642	chrY_f_c0[k=1][m=2]	2	+	1	2	0	9	Satellite/LC	ENSG00000292341.2	LINC00106	TE
chrY	2408568	2408569	chrY_r_c0[k=1][m=2]	2	-	1	2	0	9	Proximal intronic	ENSG00000292338.1	DHRSX	Genic
chrY	26357427	26357428	chrY_r_c5[k=1][m=2]	2	-	1	2	0	9	Deep intronic			Genic
chrY	2663030	2663031	chrY_f_c1[k=1][m=2]	2	+	1	2	0	9	LTR/ERV			TE
chr10	102978256	102978257	chr10_f_c169[k=2][m=2]	2	+	2	2	0	4	LINE	ENSG00000148842.19		TE
chr10	132209322	132209323	chr10_r_c150[k=2][m=2]	2	-	2	2	0	4	Proximal intronic	ENSG00000165752.18		Genic
chr10	31392763	31392764	chr10_f_c48[k=2][m=2]	2	+	2	2	0	4	First intron	ENSG00000148516.24		Genic
chr10	38018456	38018457	chr10_f_c54[k=2][m=2]	2	+	2	2	0	4	LINE	ENSG00000189180.17		TE
chr1	104398933	104398934	chr1_r_c243[k=2][m=2]	2	-	2	2	0	22	Intergenic			Intergenic
chr11	16032932	16032933	chr11_r_c47[k=2][m=2]	2	-	2	2	0	6	Deep intronic	ENSG00000110693.20		Genic
chr1	144057577	144057578	chr1_f_c268[k=2][m=2]	2	+	2	2	0	22	Deep intronic	ENSG00000270872.2	SRGAP2D	Genic
chr1	161422129	161422130	chr1_r_c325[k=2][m=2]	2	-	2	2	0	22	tRNA*	ENSG00000283360.1	""	ncRNA
chr11	63759845	63759846	chr11_f_c80[k=2][m=2]	2	+	2	2	0	6	3'UTR	ENSG00000133318.15		Genic
chr1	16535315	16535316	chr1_r_c25[k=2][m=2]	2	-	2	2	0	22	tRNA*	ENSG00000233421.6	LINC01783	ncRNA
chr11	66150364	66150365	chr11_f_c143[k=2][m=2]	2	+	2	2	0	6	First intron	ENSG00000175115.13	PACS1	Genic
chr11	68515915	68515916	chr11_f_c181[k=2][m=2]	2	+	2	2	0	6	LINE	ENSG00000110075.16		TE
chr1	16939586	16939587	chr1_f_c21[k=2][m=2]	2	+	2	2	0	22	Deep intronic	ENSG00000058453.18		Genic
chr1	174813663	174813664	chr1_f_c339[k=2][m=2]	2	+	2	2	0	22	Deep intronic	ENSG00000152061.24	RABGAP1L	Genic
chr1	190161511	190161512	chr1_r_c378[k=2][m=2]	2	-	2	2	0	22	Deep intronic	ENSG00000162670.12		Genic
chr11	964929	964930	chr11_f_c0[k=2][m=2]	2	+	2	2	0	6	Deep intronic	ENSG00000183020.16		Genic
chr11	965106	965107	chr11_f_c1[k=2][m=2]	2	+	2	2	0	6	Deep intronic	ENSG00000183020.16		Genic
chr12	20542637	20542638	chr12_f_c64[k=2][m=2]	2	+	2	2	0	10	First intron	ENSG00000172572.8		Genic
chr1	226364825	226364826	chr1_r_c453[k=2][m=2]	2	-	2	2	0	22	Deep intronic	ENSG00000143799.15		Genic
chr12	50018702	50018703	chr12_r_c100[k=2][m=2]	2	-	2	2	0	10	First intron	ENSG00000161800.14		Genic
chr12	53042072	53042073	chr12_f_c137[k=2][m=2]	2	+	2	2	0	10	3'UTR	ENSG00000063046.19		Genic
chr12	55410738	55410739	chr12_r_c105[k=2][m=2]	2	-	2	2	0	10	Deep intronic			Genic
chr12	57377044	57377045	chr12_r_c121[k=2][m=2]	2	-	2	2	0	10	LTR/ERV	ENSG00000179912.22		TE
chr12	6531511	6531512	chr12_f_c16[k=2][m=2]	2	+	2	2	0	10	3'UTR	ENSG00000010292.14		Genic
chr12	88497528	88497529	chr12_r_c179[k=2][m=2]	2	-	2	2	0	10	LINE	ENSG00000049130.17		TE
chr12	8940438	8940439	chr12_f_c21[k=2][m=2]	2	+	2	2	0	10	3'UTR	ENSG00000111752.12		Genic
chr13	46409791	46409792	chr13_r_c37[k=2][m=2]	2	-	2	2	0	5	LINE	ENSG00000102445.21		TE
chr13	63783136	63783137	chr13_r_c68[k=2][m=2]	2	-	2	2	0	5	LINE	ENSG00000296525.1	""	TE
chr13	72853122	72853123	chr13_f_c80[k=2][m=2]	2	+	2	2	0	5	Deep intronic	ENSG00000083535.17		Genic
chr13	79335856	79335857	chr13_r_c90[k=2][m=2]	2	-	2	2	0	5	Deep intronic	ENSG00000139746.17		Genic
chr14	19091682	19091683	chr14_f_c3[k=2][m=2]	2	+	2	2	0	5	Deep intronic	ENSG00000293329.2	DUXAP9	Genic
chr14	21191153	21191154	chr14_r_c8[k=2][m=2]	2	-	2	2	0	5	LINE			TE
chr14	34546837	34546838	chr14_f_c63[k=2][m=2]	2	+	2	2	0	5	First intron	ENSG00000206596.1	RNU1-27P	Genic
chr15	20504829	20504830	chr15_r_c0[k=2][m=2]	2	-	2	2	0	5	First intron	ENSG00000180229.13	HERC2P3	Genic
chr15	84428854	84428855	chr15_r_c132[k=2][m=2]	2	-	2	2	0	5	Other exon	ENSG00000295937.1	""	Genic
chr15	84507624	84507625	chr15_r_c133[k=2][m=2]	2	-	2	2	0	5	Deep intronic			Genic
chr15	93008805	93008806	chr15_f_c129[k=2][m=2]	2	+	2	2	0	5	Deep intronic	ENSG00000173575.24	CHD2	Genic
chr15	96319500	96319501	chr15_r_c143[k=2][m=2]	2	-	2	2	0	5	First intron	ENSG00000247809.12	NR2F2-AS1	Genic
chr1	61157364	61157365	chr1_f_c123[k=2][m=2]	2	+	2	2	0	22	Deep intronic	ENSG00000162599.19		Genic
chr16	18994909	18994910	chr16_f_c13[k=2][m=2]	2	+	2	2	0	3	LTR/ERV	ENSG00000170537.14		TE
chr16	70559921	70559922	chr16_f_c62[k=2][m=2]	2	+	2	2	0	3	LINE	ENSG00000189091.14		TE
chr17	35844114	35844115	chr17_f_c75[k=2][m=2]	2	+	2	2	0	1	CDS	ENSG00000270647.8		Genic
chr1	83139692	83139693	chr1_r_c187[k=2][m=2]	2	-	2	2	0	22	LINE	ENSG00000233008.9	LINC01725	TE
chr1	83194785	83194786	chr1_r_c190[k=2][m=2]	2	-	2	2	0	22	Deep intronic	ENSG00000233008.9	LINC01725	Genic
chr1	83262176	83262177	chr1_r_c191[k=2][m=2]	2	-	2	2	0	22	LINE	ENSG00000233008.9	LINC01725	TE
chr19	21148801	21148802	chr19_f_c46[k=2][m=2]	2	+	2	2	0	3	LTR/ERV	ENSG00000196705.9		TE
chr19	42373587	42373588	chr19_f_c82[k=2][m=2]	2	+	2	2	0	3	Alu	ENSG00000105429.13	MEGF8	TE
chr19	7666329	7666330	chr19_f_c12[k=2][m=2]	2	+	2	2	0	3	Other exon	ENSG00000269228.1	RPS27AP19	Genic
chr20	8496329	8496330	chr20_f_c52[k=2][m=2]	2	+	2	2	0	2	Alu	ENSG00000182621.19	PLCB1	TE
chr21	10544783	10544784	chr21_f_c114[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000273840.2	""	Genic
chr21	16307823	16307824	chr21_f_c119[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000215386.16	MIR99AHG	Genic
chr21	8215696	8215697	chr21_f_c18[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8259925	8259926	chr21_f_c35[k=2][m=2]	2	+	2	2	0	17	Deep intronic			Genic
chr21	8397096	8397097	chr21_f_c49[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8398781	8398782	chr21_f_c52[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8399480	8399481	chr21_f_c54[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8399487	8399488	chr21_f_c55[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8441316	8441317	chr21_f_c91[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8443010	8443011	chr21_f_c94[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8443715	8443716	chr21_f_c96[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8443722	8443723	chr21_f_c97[k=2][m=2]	2	+	2	2	0	17	Deep intronic	ENSG00000280441.4	""	Genic
chr4	10904636	10904637	chr4_f_c23[k=2][m=2]	2	+	2	2	0	5	Intergenic			Intergenic
chr4	34115318	34115319	chr4_r_c67[k=2][m=2]	2	-	2	2	0	5	Deep intronic			Genic
chr5	105166301	105166302	chr5_r_c206[k=2][m=2]	2	-	2	2	0	12	LINE	ENSG00000251574.9	""	TE
chr5	105349312	105349313	chr5_r_c212[k=2][m=2]	2	-	2	2	0	12	First intron	ENSG00000251574.9	""	Genic
chr5	128189115	128189116	chr5_f_c210[k=2][m=2]	2	+	2	2	0	12	3'UTR	ENSG00000064651.15		Genic
chr5	134926606	134926607	chr5_r_c242[k=2][m=2]	2	-	2	2	0	12	TSS-proximal			Genic
chr5	154749695	154749696	chr5_f_c257[k=2][m=2]	2	+	2	2	0	12	First intron	ENSG00000155506.20		Genic
chr5	19057817	19057818	chr5_r_c28[k=2][m=2]	2	-	2	2	0	12	First intron	ENSG00000249174.1	""	Genic
chr5	20772224	20772225	chr5_f_c30[k=2][m=2]	2	+	2	2	0	12	First intron	ENSG00000251629.8	LINC02241	Genic
chr5	34089284	34089285	chr5_r_c56[k=2][m=2]	2	-	2	2	0	12	First intron	ENSG00000273294.1	C1QTNF3-AMACR	Genic
chr5	70760285	70760286	chr5_f_c123[k=2][m=2]	2	+	2	2	0	12	First intron	ENSG00000253366.3	GUSBP16	Genic
chr6	111262700	111262701	chr6_f_c138[k=2][m=2]	2	+	2	2	0	13	First intron	ENSG00000173214.7	MFSD4B	Genic
chr6	113581817	113581818	chr6_f_c142[k=2][m=2]	2	+	2	2	0	13	Other exon	ENSG00000218208.1	RPS27AP11	Genic
chr6	151364251	151364252	chr6_r_c234[k=2][m=2]	2	-	2	2	0	13	3'UTR	ENSG00000181472.6		Genic
chr6	166585833	166585834	chr6_r_c251[k=2][m=2]	2	-	2	2	0	13	3'UTR	ENSG00000071242.14		Genic
chr6	30723353	30723354	chr6_f_c25[k=2][m=2]	2	+	2	2	0	13	CDS	ENSG00000196230.15		Genic
chr6	49448120	49448121	chr6_r_c49[k=2][m=2]	2	-	2	2	0	13	Deep intronic	ENSG00000146085.9		Genic
chr6	7119954	7119955	chr6_f_c6[k=2][m=2]	2	+	2	2	0	13	First intron	ENSG00000124782.22		Genic
chr6	85801341	85801342	chr6_f_c87[k=2][m=2]	2	+	2	2	0	13	Intergenic			Intergenic
chr6	8654040	8654041	chr6_f_c10[k=2][m=2]	2	+	2	2	0	13	First intron	ENSG00000285216.2	""	Genic
chr7	104671435	104671436	chr7_f_c161[k=2][m=2]	2	+	2	2	0	20	First intron	ENSG00000187416.13	LHFPL3	Genic
chr7	119824854	119824855	chr7_r_c231[k=2][m=2]	2	-	2	2	0	20	First intron	ENSG00000225546.7	LINC02476	Genic
chr7	15261674	15261675	chr7_r_c38[k=2][m=2]	2	-	2	2	0	20	LINE	ENSG00000187546.15		TE
chr7	66297697	66297698	chr7_f_c98[k=2][m=2]	2	+	2	2	0	20	Deep intronic	ENSG00000169902.16		Genic
chr7	67116766	67116767	chr7_f_c103[k=2][m=2]	2	+	2	2	0	20	Deep intronic	ENSG00000198874.15		Genic
chr7	72695530	72695531	chr7_r_c100[k=2][m=2]	2	-	2	2	0	20	Deep intronic	ENSG00000277149.6		Genic
chr7	72994923	72994924	chr7_r_c101[k=2][m=2]	2	-	2	2	0	20	LINE	ENSG00000290832.2	""	TE
chr7	76595074	76595075	chr7_f_c113[k=2][m=2]	2	+	2	2	0	20	LINE	ENSG00000290873.2	LINC03009	TE
chr7	76727054	76727055	chr7_r_c114[k=2][m=2]	2	-	2	2	0	20	First intron	ENSG00000296620.1	""	Genic
chr9	120417749	120417750	chr9_r_c118[k=2][m=2]	2	-	2	2	0	6	Deep intronic	ENSG00000136861.20		Genic
chr9	33842495	33842496	chr9_f_c35[k=2][m=2]	2	+	2	2	0	6	First intron	ENSG00000107341.6		Genic
chr9	75010980	75010981	chr9_r_c64[k=2][m=2]	2	-	2	2	0	6	LINE	ENSG00000156017.14		TE
chrX	106753389	106753390	chrX_f_c84[k=2][m=2]	2	+	2	2	0	2	LINE	ENSG00000133135.15		TE
chrX	133541224	133541225	chrX_r_c109[k=2][m=2]	2	-	2	2	0	2	Deep intronic	ENSG00000147257.17		Genic
chr11	27889433	27889434	chr11_r_c99[k=3][m=2]	2	-	3	2	0	4	Other exon	ENSG00000224411.3	HSP90AA2P	Genic
chr11	47547053	47547054	chr11_r_c109[k=3][m=2]	2	-	3	2	0	4	Alu	ENSG00000149187.20		TE
chr11	77904618	77904619	chr11_r_c190[k=3][m=2]	2	-	3	2	0	4	Deep intronic	ENSG00000149262.20		Genic
chr1	184063396	184063397	chr1_f_c365[k=3][m=2]	2	+	3	2	0	7	Deep intronic	ENSG00000198860.15		Genic
chr12	15698134	15698135	chr12_r_c21[k=3][m=2]	2	-	3	2	0	5	First intron	ENSG00000151491.15		Genic
chr12	46667217	46667218	chr12_f_c116[k=3][m=2]	2	+	3	2	0	5	LINE	ENSG00000257261.8	SLC38A4-AS1	TE
chr13	79351604	79351605	chr13_r_c92[k=3][m=2]	2	-	3	2	0	1	Deep intronic	ENSG00000139746.17		Genic
chr14	102083185	102083186	chr14_r_c131[k=3][m=2]	2	-	3	2	0	3	CDS	ENSG00000080824.20		Genic
chr14	19308340	19308341	chr14_r_c1[k=3][m=2]	2	-	3	2	0	3	Deep intronic	ENSG00000292986.2	DUXAP10	Genic
chr1	42701545	42701546	chr1_f_c76[k=3][m=2]	2	+	3	2	0	7	3'UTR	ENSG00000065978.20		Genic
chr15	66716684	66716685	chr15_f_c70[k=3][m=2]	2	+	3	2	0	1	First intron	ENSG00000137834.16		Genic
chr21	8256829	8256830	chr21_f_c30[k=3][m=2]	2	+	3	2	0	9	Other exon	ENSG00000277739.1	5_8S_rRNA	Genic
chr21	8256851	8256852	chr21_f_c31[k=3][m=2]	2	+	3	2	0	9	Other exon	ENSG00000277739.1	5_8S_rRNA	Genic
chr21	8398539	8398540	chr21_f_c51[k=3][m=2]	2	+	3	2	0	9	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8401613	8401614	chr21_f_c63[k=3][m=2]	2	+	3	2	0	9	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8439893	8439894	chr21_f_c87[k=3][m=2]	2	+	3	2	0	9	Deep intronic	ENSG00000278189.1	RNA5-8SN1	Genic
chr21	8442768	8442769	chr21_f_c93[k=3][m=2]	2	+	3	2	0	9	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8445845	8445846	chr21_f_c105[k=3][m=2]	2	+	3	2	0	9	Deep intronic	ENSG00000280441.4	""	Genic
chr22	24689556	24689557	chr22_f_c23[k=3][m=2]	2	+	3	2	0	1	Deep intronic			Genic
chr5	34073363	34073364	chr5_r_c54[k=3][m=2]	2	-	3	2	0	3	First intron	ENSG00000273294.1	C1QTNF3-AMACR	Genic
chr6	44250425	44250426	chr6_f_c46[k=3][m=2]	2	+	3	2	0	1	CDS	ENSG00000096384.21		Genic
chr7	149923147	149923148	chr7_r_c292[k=3][m=2]	2	-	3	2	0	7	LINE	ENSG00000303938.1	""	TE
chr7	152769714	152769715	chr7_f_c306[k=3][m=2]	2	+	3	2	0	7	LINE	ENSG00000133627.19		TE
chr7	75370171	75370172	chr7_f_c107[k=3][m=2]	2	+	3	2	0	7	LINE	ENSG00000290951.2	""	TE
chr7	76571396	76571397	chr7_f_c110[k=3][m=2]	2	+	3	2	0	7	Deep intronic	ENSG00000290873.2	LINC03009	Genic
chr7	94755024	94755025	chr7_f_c137[k=3][m=2]	2	+	3	2	0	7	LINE			TE
chr1	144560703	144560704	chr1_r_c274[k=4][m=2]	2	-	4	2	0	3	Other exon	ENSG00000277918.1	RNVU1-28	Genic
chr14	21266628	21266629	chr14_r_c13[k=4][m=2]	2	-	4	2	0	2	First intron	ENSG00000092199.20		Genic
chr21	8256909	8256910	chr21_f_c33[k=4][m=2]	2	+	4	2	0	5	Other exon	ENSG00000277739.1	5_8S_rRNA	Genic
chr21	8400884	8400885	chr21_f_c59[k=4][m=2]	2	+	4	2	0	5	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8439871	8439872	chr21_f_c86[k=4][m=2]	2	+	4	2	0	5	Deep intronic	ENSG00000278189.1	RNA5-8SN1	Genic
chr21	8445116	8445117	chr21_f_c101[k=4][m=2]	2	+	4	2	0	5	Deep intronic	ENSG00000280441.4	""	Genic
chr5	21532909	21532910	chr5_f_c35[k=4][m=2]	2	+	4	2	0	2	Deep intronic	ENSG00000291102.2	GUSBP1	Genic
chr11	27470676	27470677	chr11_r_c94[k=5][m=2]	2	-	5	2	0	1	First intron	ENSG00000205213.15		Genic
chr13	112537127	112537128	chr13_r_c136[k=5][m=2]	2	-	5	2	0	1	LINE	ENSG00000126216.16		TE
chr14	32139968	32139969	chr14_f_c55[k=5][m=2]	2	+	5	2	0	2	First intron	ENSG00000100852.15		Genic
chr14	71429430	71429431	chr14_f_c132[k=5][m=2]	2	+	5	2	0	2	LINE	ENSG00000197555.11		TE
chr16	18573434	18573435	chr16_f_c11[k=5][m=2]	2	+	5	2	0	2	Deep intronic	ENSG00000256340.11	ABCC6P1	Genic
chr1	65628147	65628148	chr1_f_c137[k=5][m=2]	2	+	5	2	0	1	Deep intronic	ENSG00000116678.20	LEPR	Genic
chr17	57328755	57328756	chr17_f_c111[k=5][m=2]	2	+	5	2	0	2	LINE	ENSG00000153944.13		TE
chr18	2198007	2198008	chr18_r_c5[k=5][m=2]	2	-	5	2	0	1	LINE	ENSG00000263745.8	""	TE
chr20	51644745	51644746	chr20_r_c52[k=5][m=2]	2	-	5	2	0	1	Deep intronic	ENSG00000054793.15		Genic
chr5	154817017	154817018	chr5_f_c260[k=5][m=2]	2	+	5	2	0	1	3'UTR	ENSG00000155506.20		Genic
chr6	57748997	57748998	chr6_r_c62[k=5][m=2]	2	-	5	2	0	2	Intergenic			Intergenic
chr10	121774833	121774834	chr10_r_c148[k=6][m=2]	2	-	6	2	0	1	First intron	ENSG00000107669.20		Genic
chr19	21186805	21186806	chr19_f_c49[k=6][m=2]	2	+	6	2	0	1	3'UTR	ENSG00000196705.9		Genic
chr21	8256863	8256864	chr21_f_c32[k=6][m=2]	2	+	6	2	0	4	Other exon	ENSG00000277739.1	5_8S_rRNA	Genic
chr21	8439905	8439906	chr21_f_c88[k=6][m=2]	2	+	6	2	0	4	Deep intronic	ENSG00000278189.1	RNA5-8SN1	Genic
chr21	8439951	8439952	chr21_f_c89[k=6][m=2]	2	+	6	2	0	4	Deep intronic	ENSG00000278189.1	RNA5-8SN1	Genic
