chr	start	end	name	score	strand	NormedTC_ENCFF462CMF	NormedTC_ENCFF942TPA	NormedTC_K562_RBFOX2	BC_K562_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr7	12361384	12361404	chr7-2107	10.2	-	1.6095	2.2015	3.811	2	CDS	ENSG00000146530.16	""	Genic
chr7	12361489	12361509	chr7-127	16.3	-	2.146	1.3209	3.4669	2	CDS	ENSG00000146530.16	""	Genic
chr7	12367400	12367420	chr7-1186	8.84	-	2.2533	1.9814	4.2347	2	CDS	ENSG00000146530.16	""	Genic
chr7	12369573	12369593	chr7-689	17	-	3.0044	3.3023	6.3067	2	CDS	ENSG00000146530.16	""	Genic
chr7	12369903	12369923	chr7-690	29.9	-	6.2233	3.9628	10.1861	2	CDS	ENSG00000146530.16	""	Genic
chr7	12370475	12370495	chr7-222	21.1	-	3.5409	1.3209	4.8618	2	CDS	ENSG00000146530.16	""	Genic
chr7	12370839	12370859	chr7-691	14.3	-	2.7898	1.1008	3.8905	2	CDS	ENSG00000146530.16	""	Genic
chr7	12372442	12372462	chr7-888	15.6	-	3.4336	1.9814	5.415	2	First intron	ENSG00000146530.16	""	Genic
chr7	12373056	12373076	chr7-3842	12.2	-	2.3606	2.2015	4.5621	2	CDS	ENSG00000146530.16	""	Genic
chr7	12373222	12373242	chr7-889	12.9	-	2.2533	1.1008	3.354	2	CDS	ENSG00000146530.16	""	Genic
chr7	12373348	12373368	chr7-692	17.7	-	3.4336	2.2015	5.6351	2	First intron	ENSG00000146530.16	""	Genic
chr7	12373486	12373506	chr7-3843	13.6	-	2.3606	1.7612	4.1218	2	LINE	ENSG00000146530.16	""	TE
chr7	12375209	12375229	chr7-890	12.9	-	1.3949	1.7612	3.1561	2	CDS	ENSG00000146530.16	""	Genic
chr7	12375771	12375791	chr7-1586	10.2	-	1.6095	2.6418	4.2513	2	First intron	ENSG00000146530.16	""	Genic
chr7	12375969	12375989	chr7-2110	12.9	-	1.3949	2.4217	3.8166	2	First intron	ENSG00000146530.16	""	Genic
chr7	12376359	12376379	chr7-312	19	-	3.219	6.8248	10.0437	2	First intron	ENSG00000146530.16	""	Genic
chr7	12377640	12377660	chr7-128	51	-	6.7598	8.3659	15.1257	2	First intron	ENSG00000146530.16	""	Genic
chr7	12377886	12377906	chr7-63	22.4	-	3.4336	3.3023	6.7359	2	CDS	ENSG00000146530.16	""	Genic
chr7	12379475	12379495	chr7-400	16.3	-	3.4336	3.9628	7.3963	2	CDS	ENSG00000146530.16	""	Genic
chr7	12379510	12379530	chr7-1188	10.2	-	2.3606	2.862	5.2226	2	CDS	ENSG00000146530.16	""	Genic
chr7	12382629	12382649	chr7-3846	8.16	-	1.5022	1.7612	3.2634	2	First intron	ENSG00000146530.16	""	Genic
chr7	12385740	12385760	chr7-528	18.4	-	3.7555	4.4031	8.1585	2	First intron	ENSG00000146530.16	""	Genic
chr7	12393536	12393556	chr7-2114	11.6	-	1.2876	1.9814	3.269	2	First intron	ENSG00000146530.16	""	Genic
chr7	12396295	12396315	chr7-7217	7.48	-	1.5022	2.862	4.3642	2	First intron	ENSG00000146530.16	""	Genic
chr7	16269542	16269562	chr7-2115	15	+	2.8971	0.8806	3.7777	2	Other exon	ENSG00000229688.9	CRPPA-AS1	Genic
chr7	16270538	16270558	chr7-5221	13.6	+	2.4679	0.8806	3.3485	2	Other exon	ENSG00000229688.9	CRPPA-AS1	Genic
chr7	16277149	16277169	chr7-2120	10.2	+	3.1117	0.2202	3.3318	2	Other SINE	""	""	TE
chr7	16287337	16287357	chr7-694	23.8	+	5.4722	0.2202	5.6924	2	Deep intronic	""	""	Genic
chr7	16288064	16288084	chr7-1591	12.9	+	3.1117	0.8806	3.9923	2	LTR/ERV	""	""	TE
chr7	16288451	16288471	chr7-1592	12.2	+	3.1117	0.4403	3.552	2	LINE	""	""	TE
chr7	16291663	16291683	chr7-891	10.9	+	3.1117	0.4403	3.552	2	LINE	""	""	TE
chr7	17795341	17795361	chr7-2126	9.52	-	0.9657	2.4217	3.3874	2	3'UTR	ENSG00000071189.22	""	Genic
chr7	22090415	22090435	chr7-2	85.7	-	6.3306	15.1906	21.5213	2	LTR/ERV	""	""	TE
chr7	22579628	22579648	chr7-2127	10.9	-	1.6095	1.5411	3.1506	2	LINE	ENSG00000105889.17	""	TE
chr7	22593385	22593405	chr7-2128	16.3	-	1.2876	6.1643	7.4519	2	LINE	ENSG00000105889.17	""	TE
chr7	22813130	22813150	chr7-697	16.3	-	4.1847	1.7612	5.9459	2	3'UTR	ENSG00000196683.12	TOMM7	Genic
chr7	22818019	22818039	chr7-185	17	-	1.8241	2.4217	4.2458	2	CDS	ENSG00000196683.12	TOMM7	Genic
chr7	22856645	22856665	chr7-108	142.1	+	18.67	15.6309	34.301	2	Proximal intronic	ENSG00000221740.1	SNORD93	Genic
chr7	22857087	22857107	chr7-1594	19	+	3.0044	0.6605	3.6648	2	Proximal intronic	ENSG00000228649.12	SNHG26	Genic
chr7	22858419	22858439	chr7-1595	11.6	+	3.8628	1.3209	5.1837	2	LINE	ENSG00000228649.12	SNHG26	TE
chr7	22945128	22945148	chr7-698	18.4	-	2.8971	5.724	8.6211	2	3'UTR	ENSG00000122591.14	""	Genic
chr7	22946370	22946390	chr7-5256	6.8	-	1.1803	1.9814	3.1617	2	Proximal intronic	ENSG00000122591.14	""	Genic
chr7	23308626	23308646	chr7-5257	12.2	+	2.0387	2.4217	4.4604	2	LTR/ERV	ENSG00000156928.6	""	TE
chr7	23308818	23308838	chr7-3878	10.2	+	1.8241	1.3209	3.145	2	First intron	ENSG00000156928.6	""	Genic
chr7	23389494	23389514	chr7-1192	10.2	-	1.9314	2.4217	4.3531	2	Deep intronic	ENSG00000136231.15	""	Genic
chr7	23458155	23458175	chr7-529	16.3	-	4.5066	6.1643	10.6709	2	Deep intronic	ENSG00000136231.15	""	Genic
chr7	23458295	23458315	chr7-1193	14.3	-	1.073	4.8434	5.9164	2	Deep intronic	ENSG00000136231.15	""	Genic
chr7	23458758	23458778	chr7-2877	9.52	-	1.1803	2.4217	3.602	2	Deep intronic	ENSG00000136231.15	""	Genic
chr7	23471768	23471788	chr7-3888	8.16	+	1.8241	1.7612	3.5853	2	Deep intronic	ENSG00000298035.1	""	Genic
chr7	23505389	23505409	chr7-1597	14.3	-	3.219	0.6605	3.8794	2	3'UTR	ENSG00000164548.13	""	Genic
chr7	23505469	23505489	chr7-2130	51	-	7.189	2.862	10.051	2	3'UTR	ENSG00000164548.13	""	Genic
chr7	23506187	23506207	chr7-2131	7.48	-	2.5752	1.5411	4.1163	2	CDS	ENSG00000164548.13	""	Genic
chr7	23507501	23507521	chr7-401	14.3	-	1.5022	2.2015	3.7037	2	CDS	ENSG00000164548.13	""	Genic
chr7	23512891	23512911	chr7-893	11.6	-	1.7168	1.7612	3.478	2	CDS	ENSG00000164548.13	""	Genic
chr7	23516409	23516429	chr7-1598	11.6	-	2.0387	1.9814	4.0201	2	5'UTR	ENSG00000164548.13	""	Genic
chr7	23521829	23521849	chr7-313	15.6	-	2.5752	3.5225	6.0976	2	5'UTR	ENSG00000164548.13	""	Genic
chr7	23521952	23521972	chr7-894	19	-	3.4336	4.4031	7.8366	2	First intron	ENSG00000164548.13	""	Genic
chr7	23522039	23522059	chr7-223	33.3	-	4.6139	7.9255	12.5394	2	First intron	ENSG00000164548.13	""	Genic
chr7	23528548	23528568	chr7-895	15	-	2.2533	4.1829	6.4362	2	First intron	ENSG00000164548.13	""	Genic
chr7	23528819	23528839	chr7-3893	13.6	-	2.4679	1.3209	3.7888	2	Alu	ENSG00000164548.13	""	TE
chr7	23529175	23529195	chr7-896	20.4	-	3.219	3.9628	7.1817	2	First intron	ENSG00000164548.13	""	Genic
chr7	23529476	23529496	chr7-1600	15.6	-	2.3606	2.6418	5.0024	2	Alu	ENSG00000164548.13	""	TE
chr7	23531318	23531338	chr7-2133	11.6	-	2.0387	1.3209	3.3596	2	First intron	ENSG00000164548.13	""	Genic
chr7	23531696	23531716	chr7-1196	18.4	-	5.1504	1.7612	6.9116	2	First intron	ENSG00000164548.13	""	Genic
chr7	23531831	23531851	chr7-897	20.4	-	3.8628	1.7612	5.624	2	5'UTR	ENSG00000164548.13	""	Genic
chr7	24619325	24619345	chr7-2882	9.52	+	1.073	3.0822	4.1551	2	LINE	ENSG00000105926.17	""	TE
chr7	25123746	25123766	chr7-1603	18.4	-	2.5752	8.3659	10.941	2	CDS	ENSG00000172115.10	""	Genic
chr7	25123998	25124018	chr7-898	12.9	-	3.5409	3.9628	7.5036	2	CDS	ENSG00000172115.10	""	Genic
chr7	25124105	25124125	chr7-258	19	-	2.2533	1.9814	4.2347	2	5'UTR	ENSG00000172115.10	""	Genic
chr7	25125206	25125226	chr7-129	19	-	4.1847	3.9628	8.1474	2	3'UTR-distal	ENSG00000172115.10	""	Genic
chr7	25950033	25950053	chr7-1604	19	-	3.4336	1.7612	5.1948	2	First intron	ENSG00000270933.3	""	Genic
chr7	25950568	25950588	chr7-5283	8.84	-	1.7168	1.7612	3.478	2	Proximal intronic	ENSG00000293754.1	""	Genic
chr7	26187860	26187880	chr7-3906	6.8	-	0.6438	2.6418	3.2856	2	Deep intronic	ENSG00000122566.24	""	Genic
chr7	26190440	26190460	chr7-64	31.3	-	6.4379	3.5225	9.9604	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26191097	26191117	chr7-402	17.7	-	6.5452	3.9628	10.508	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26191178	26191198	chr7-314	40.8	-	7.7255	2.862	10.5875	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26191883	26191903	chr7-1197	21.1	-	2.8971	2.4217	5.3188	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26191958	26191978	chr7-899	24.5	-	4.7212	1.9814	6.7025	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26192052	26192072	chr7-130	57.1	-	11.0518	4.1829	15.2347	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26192237	26192257	chr7-259	26.5	-	6.116	4.8434	10.9594	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26192321	26192341	chr7-22	48.3	-	12.0175	10.7875	22.805	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26192435	26192455	chr7-403	48.3	-	6.8671	4.4031	11.2702	2	3'UTR	ENSG00000122566.24	""	Genic
chr7	26192545	26192565	chr7-15	47.6	-	4.6139	7.2651	11.8789	2	CDS	ENSG00000122566.24	""	Genic
chr7	26193266	26193286	chr7-260	20.4	-	4.9358	11.448	16.3838	2	CDS	ENSG00000122566.24	""	Genic
chr7	26193318	26193338	chr7-49	36	-	7.7255	13.6495	21.3751	2	CDS	ENSG00000122566.24	""	Genic
chr7	26193610	26193630	chr7-186	40.8	-	6.8671	10.7875	17.6547	2	CDS	ENSG00000122566.24	""	Genic
chr7	26193661	26193681	chr7-16	63.2	-	5.5795	11.0077	16.5872	2	CDS	ENSG00000122566.24	""	Genic
chr7	26195876	26195896	chr7-34	41.5	-	4.8285	7.9255	12.754	2	CDS	ENSG00000122566.24	""	Genic
chr7	26196449	26196469	chr7-18	53	-	6.2233	9.4666	15.69	2	CDS	ENSG00000122566.24	""	Genic
chr7	26196856	26196876	chr7-187	63.2	-	12.3394	25.758	38.0974	2	CDS	ENSG00000122566.24	""	Genic
chr7	26196956	26196976	chr7-31	42.8	-	7.8328	14.7503	22.5831	2	CDS	ENSG00000122566.24	""	Genic
chr7	26197438	26197458	chr7-9	84.3	-	6.9744	16.0712	23.0457	2	CDS	ENSG00000122566.24	""	Genic
chr7	26197623	26197643	chr7-188	35.4	-	6.3306	14.7503	21.081	2	CDS	ENSG00000122566.24	""	Genic
chr7	26197721	26197741	chr7-261	20.4	-	2.2533	3.5225	5.7757	2	CDS	ENSG00000122566.24	""	Genic
chr7	26198263	26198283	chr7-2887	17	-	2.3606	2.2015	4.5621	2	First intron	ENSG00000122566.24	""	Genic
chr7	26198696	26198716	chr7-1607	17	-	2.7898	4.8434	7.6332	2	First intron	ENSG00000122566.24	""	Genic
chr7	26198859	26198879	chr7-109	81.6	-	11.5883	21.7952	33.3835	2	First intron	ENSG00000122566.24	""	Genic
chr7	26199140	26199160	chr7-901	19.7	-	2.5752	3.5225	6.0976	2	First intron	ENSG00000122566.24	""	Genic
chr7	26199826	26199846	chr7-701	18.4	-	3.7555	4.6232	8.3787	2	First intron	ENSG00000122566.24	""	Genic
chr7	26200003	26200023	chr7-2890	21.8	-	2.5752	3.5225	6.0976	2	First intron	ENSG00000122566.24	""	Genic
chr7	26200322	26200342	chr7-532	16.3	-	2.5752	2.6418	5.217	2	First intron	ENSG00000122566.24	""	Genic
chr7	26200410	26200430	chr7-316	23.1	-	4.292	3.7426	8.0346	2	First intron	ENSG00000122566.24	""	Genic
chr7	26200483	26200503	chr7-702	17	-	5.365	6.1643	11.5293	2	First intron	ENSG00000122566.24	""	Genic
chr7	26200636	26200656	chr7-703	13.6	-	5.2577	3.5225	8.7801	2	5'UTR	ENSG00000122566.24	""	Genic
chr7	26202973	26202993	chr7-404	12.2	+	1.7168	1.9814	3.6982	2	5'UTR	ENSG00000122565.20	""	Genic
chr7	26204566	26204586	chr7-1608	10.9	+	1.9314	2.4217	4.3531	2	Deep intronic	ENSG00000122565.20	""	Genic
chr7	26206381	26206401	chr7-902	11.6	+	1.1803	2.4217	3.602	2	CDS	ENSG00000122565.20	""	Genic
chr7	26208436	26208456	chr7-224	25.8	+	4.9358	8.3659	13.3016	2	CDS	ENSG00000122565.20	""	Genic
chr7	26208521	26208541	chr7-2891	8.84	+	1.073	1.9814	3.0544	2	CDS	ENSG00000122565.20	""	Genic
chr7	26212095	26212115	chr7-1609	10.9	+	1.2876	2.862	4.1496	2	3'UTR	ENSG00000122565.20	""	Genic
chr7	26212366	26212386	chr7-533	14.3	+	2.5752	3.5225	6.0976	2	3'UTR	ENSG00000122565.20	""	Genic
chr7	26212596	26212616	chr7-1610	12.2	+	2.3606	3.3023	5.6629	2	3'UTR	ENSG00000122565.20	""	Genic
chr7	26213193	26213213	chr7-1611	19	+	2.4679	3.5225	5.9903	2	3'UTR	ENSG00000122565.20	""	Genic
chr7	27587570	27587590	chr7-1202	10.2	-	2.0387	5.9442	7.9828	2	First intron	ENSG00000106049.10	""	Genic
chr7	27619093	27619113	chr7-5299	7.48	-	0.7511	3.0822	3.8332	2	LINE	ENSG00000106049.10	""	TE
chr7	27638036	27638056	chr7-2892	11.6	-	1.1803	1.9814	3.1617	2	LINE	ENSG00000106049.10	""	TE
chr7	27639330	27639350	chr7-7342	7.48	-	0.4292	2.6418	3.071	2	LINE	ENSG00000106049.10	""	TE
chr7	29650157	29650177	chr7-2894	9.52	-	2.0387	2.4217	4.4604	2	First intron	ENSG00000223813.6	PRR15-DT	Genic
chr7	29675268	29675288	chr7-405	15	-	1.8241	3.5225	5.3465	2	Satellite/LC	ENSG00000223813.6	PRR15-DT	TE
chr7	30592412	30592432	chr7-2144	19	-	2.3606	3.0822	5.4427	2	LINE	ENSG00000196295.14	GARS1-DT	TE
chr7	30601073	30601093	chr7-1204	12.9	+	2.146	1.9814	4.1274	2	CDS	ENSG00000106105.16	""	Genic
chr7	30603556	30603576	chr7-3926	8.16	+	1.6095	2.2015	3.811	2	CDS	ENSG00000106105.16	""	Genic
chr7	30604539	30604559	chr7-1205	15.6	+	2.0387	2.862	4.9007	2	LINE	ENSG00000106105.16	""	TE
chr7	30604892	30604912	chr7-2898	10.9	+	0.9657	2.6418	3.6075	2	LINE	ENSG00000106105.16	""	TE
chr7	30605079	30605099	chr7-1206	10.9	+	3.219	7.2651	10.4841	2	3'UTR	ENSG00000106105.16	""	Genic
chr7	30612213	30612233	chr7-2145	8.84	+	1.7168	1.5411	3.2579	2	CDS	ENSG00000106105.16	""	Genic
chr7	30625372	30625392	chr7-3931	6.8	+	0.9657	2.4217	3.3874	2	Deep intronic	ENSG00000106105.16	""	Genic
chr7	30627047	30627067	chr7-1208	10.2	+	2.7898	4.8434	7.6332	2	Deep intronic	ENSG00000106105.16	""	Genic
chr7	30629100	30629120	chr7-2148	15	+	2.3606	2.862	5.2226	2	Deep intronic	ENSG00000106105.16	""	Genic
chr7	30631448	30631468	chr7-706	13.6	+	2.4679	0.6605	3.1283	2	CDS	ENSG00000106105.16	""	Genic
chr7	30632364	30632384	chr7-2904	13.6	+	2.2533	1.3209	3.5742	2	CDS	ENSG00000106105.16	""	Genic
chr7	30633925	30633945	chr7-2905	8.16	+	1.6095	1.9814	3.5909	2	3'UTR	ENSG00000106105.16	""	Genic
chr7	30958701	30958721	chr7-1209	17	+	3.6482	2.2015	5.8497	2	Alu	""	""	TE
chr7	32868398	32868418	chr7-2906	12.2	-	1.1803	2.862	4.0423	2	3'UTR	ENSG00000170852.13	""	Genic
chr7	36422664	36422684	chr7-2909	6.12	+	1.073	3.0822	4.1551	2	CDS	ENSG00000011426.12	""	Genic
chr7	38376058	38376078	chr7-536	15.6	+	1.5022	3.0822	4.5843	2	LINE	ENSG00000281103.5	TRG-AS1	TE
chr7	38795458	38795478	chr7-10526	5.44	-	0.7511	2.4217	3.1728	2	CDS	ENSG00000006715.17	""	Genic
chr7	38869240	38869260	chr7-904	12.9	-	1.1803	1.9814	3.1617	2	CDS	ENSG00000006715.17	""	Genic
chr7	38898086	38898106	chr7-3948	8.84	-	1.073	2.2015	3.2745	2	CDS	ENSG00000006715.17	""	Genic
chr7	42937533	42937553	chr7-2153	8.84	+	1.1803	2.4217	3.602	2	CDS	ENSG00000106591.5	""	Genic
chr7	42937744	42937764	chr7-2154	7.48	+	2.4679	0.8806	3.3485	2	3'UTR	ENSG00000106591.5	""	Genic
chr7	43618052	43618072	chr7-5345	6.8	-	1.073	2.6418	3.7148	2	LINE	""	""	TE
chr7	43619088	43619108	chr7-3955	12.2	-	2.0387	2.2015	4.2402	2	LINE	""	""	TE
chr7	43619270	43619290	chr7-905	12.9	-	2.0387	4.4031	6.4418	2	LINE	""	""	TE
chr7	43645354	43645374	chr7-2913	8.16	-	2.0387	1.1008	3.1395	2	CDS	ENSG00000106603.21	""	Genic
chr7	43672028	43672048	chr7-1618	11.6	-	1.6095	2.6418	4.2513	2	LINE	ENSG00000106603.21	""	TE
chr7	43985457	43985477	chr7-906	13.6	-	1.6095	4.4031	6.0126	2	Satellite/LC	ENSG00000239556.4	UPK3BL3P	TE
chr7	44046858	44046878	chr7-3968	6.8	+	1.5022	2.862	4.3642	2	LINE	ENSG00000136279.22	""	TE
chr7	44114922	44114942	chr7-317	15.6	-	2.5752	1.7612	4.3364	2	3'UTR	ENSG00000106628.14	""	Genic
chr7	44115304	44115324	chr7-1619	9.52	-	2.5752	1.1008	3.6759	2	CDS	ENSG00000106628.14	""	Genic
chr7	44116168	44116188	chr7-907	12.9	-	2.0387	1.9814	4.0201	2	CDS	ENSG00000106628.14	""	Genic
chr7	44116495	44116515	chr7-908	12.9	-	2.2533	1.5411	3.7944	2	CDS	ENSG00000106628.14	""	Genic
chr7	44117500	44117520	chr7-537	25.2	-	4.0774	3.7426	7.82	2	Deep intronic	ENSG00000106628.14	""	Genic
chr7	44117971	44117991	chr7-1621	8.84	-	1.8241	1.5411	3.3652	2	CDS	ENSG00000106628.14	""	Genic
chr7	44118033	44118053	chr7-2161	8.16	-	0.9657	2.2015	3.1672	2	CDS	ENSG00000106628.14	""	Genic
chr7	44122095	44122115	chr7-2920	7.48	-	1.9314	1.9814	3.9128	2	5'UTR	ENSG00000106628.14	""	Genic
chr7	44421304	44421324	chr7-5362	9.52	-	0.5365	2.862	3.3985	2	Alu	ENSG00000015676.19	""	TE
chr7	44569397	44569417	chr7-2924	11.6	-	1.5022	2.4217	3.9239	2	3'UTR-distal	ENSG00000136271.12	""	Genic
chr7	44656443	44656463	chr7-1214	15.6	+	1.6095	3.5225	5.1319	2	Deep intronic	ENSG00000105953.17	""	Genic
chr7	44756950	44756970	chr7-2162	10.2	+	2.146	1.7612	3.9072	2	CDS	ENSG00000122515.17	""	Genic
chr7	44759652	44759672	chr7-707	30.6	+	3.7555	4.8434	8.5989	2	Deep intronic	ENSG00000122515.17	""	Genic
chr7	44760079	44760099	chr7-406	28.6	+	3.8628	5.9442	9.8069	2	Deep intronic	ENSG00000122515.17	""	Genic
chr7	44760237	44760257	chr7-1215	17	+	2.5752	3.7426	6.3178	2	Proximal intronic	ENSG00000122515.17	""	Genic
chr7	44762002	44762022	chr7-2164	10.2	+	1.6095	1.5411	3.1506	2	Proximal intronic	ENSG00000122515.17	""	Genic
chr7	44796855	44796875	chr7-407	40.1	+	5.9014	6.1643	12.0658	2	First intron	ENSG00000196262.16	""	Genic
chr7	44796938	44796958	chr7-538	15	+	3.1117	2.2015	5.3132	2	5'UTR	ENSG00000196262.16	""	Genic
chr7	44797288	44797308	chr7-1217	15.6	+	3.219	3.5225	6.7414	2	5'UTR	ENSG00000196262.16	""	Genic
chr7	44797428	44797448	chr7-2165	14.3	+	2.146	2.4217	4.5677	2	5'UTR	ENSG00000196262.16	""	Genic
chr7	44797969	44797989	chr7-708	31.3	+	4.1847	5.724	9.9087	2	5'UTR	ENSG00000196262.16	""	Genic
chr7	44799759	44799779	chr7-2927	12.9	+	1.8241	2.6418	4.4659	2	CDS	ENSG00000196262.16	""	Genic
chr7	44829572	44829592	chr7-1218	24.5	-	3.219	2.6418	5.8608	2	3'UTR	ENSG00000105968.20	""	Genic
chr7	44829862	44829882	chr7-1626	14.3	-	2.146	3.3023	5.4483	2	3'UTR	ENSG00000105968.20	""	Genic
chr7	44841302	44841322	chr7-3981	12.9	-	1.6095	2.4217	4.0312	2	First intron	ENSG00000105968.20	""	Genic
chr7	44985408	44985428	chr7-225	92.5	-	14.7	18.4929	33.1929	2	Deep intronic	ENSG00000232956.11	SNHG15	Genic
chr7	44986259	44986279	chr7-912	14.3	-	4.292	4.4031	8.695	2	First intron	ENSG00000232956.11	SNHG15	Genic
chr7	45000639	45000659	chr7-1627	8.84	+	1.9314	1.5411	3.4725	2	First intron	ENSG00000136280.18	""	Genic
chr7	45033370	45033390	chr7-2167	9.52	+	1.3949	3.9628	5.3577	2	First intron	ENSG00000136280.18	""	Genic
chr7	45104385	45104405	chr7-408	17	-	5.5795	9.2465	14.826	2	Deep intronic	ENSG00000136270.15	""	Genic
chr7	45104862	45104882	chr7-540	19	-	4.0774	8.3659	12.4432	2	Deep intronic	ENSG00000136270.15	""	Genic
chr7	45104982	45105002	chr7-710	37.4	-	6.5452	5.5038	12.0491	2	Deep intronic	ENSG00000136270.15	""	Genic
chr7	45252077	45252097	chr7-189	33.3	+	2.7898	5.724	8.5138	2	Deep intronic	""	""	Genic
chr7	47958371	47958391	chr7-2168	13.6	-	2.146	3.0822	5.2281	2	3'UTR-distal	""	""	Genic
chr7	48632775	48632795	chr7-3	71.4	+	4.3993	16.7317	21.131	2	Deep intronic	ENSG00000179869.15	ABCA13	Genic
chr7	50326792	50326812	chr7-3990	8.84	+	1.3949	1.9814	3.3763	2	Deep intronic	ENSG00000185811.22	""	Genic
chr7	50326859	50326879	chr7-2930	8.16	+	1.7168	1.7612	3.478	2	Deep intronic	ENSG00000185811.22	""	Genic
chr7	50607007	50607027	chr7-3993	6.12	-	1.1803	2.2015	3.3818	2	Deep intronic	ENSG00000106070.21	""	Genic
chr7	50615277	50615297	chr7-541	12.9	-	1.6095	6.1643	7.7738	2	Deep intronic	ENSG00000106070.21	""	Genic
chr7	50615764	50615784	chr7-1220	17.7	-	2.7898	6.6046	9.3944	2	Deep intronic	ENSG00000106070.21	""	Genic
chr7	50674052	50674072	chr7-5401	8.16	-	1.6095	2.2015	3.811	2	Deep intronic	ENSG00000106070.21	""	Genic
chr7	50765629	50765649	chr7-2169	15.6	-	1.2876	3.7426	5.0302	2	LINE	ENSG00000106070.21	""	TE
chr7	50765889	50765909	chr7-2934	12.9	-	1.6095	2.6418	4.2513	2	LINE	ENSG00000106070.21	""	TE
chr7	56080291	56080311	chr7-5421	24.5	+	3.5409	1.3209	4.8618	2	3'UTR	ENSG00000129103.20	""	Genic
chr7	56101841	56101861	chr7-409	14.3	-	1.5022	2.2015	3.7037	2	3'UTR	ENSG00000106153.15	""	Genic
chr7	56102989	56103009	chr7-190	20.4	-	2.4679	3.3023	5.7702	2	CDS	ENSG00000106153.15	""	Genic
chr7	64530413	64530433	chr7-2171	9.52	-	1.1803	2.6418	3.8221	2	LINE	ENSG00000173041.13	""	TE
chr7	64530667	64530687	chr7-4005	12.9	-	0.9657	2.4217	3.3874	2	Alu	ENSG00000173041.13	""	TE
chr7	64833224	64833244	chr7-2173	8.16	+	2.146	1.1008	3.2468	2	3'UTR	ENSG00000197008.10	ZNF138	Genic
chr7	64976252	64976272	chr7-2175	17	-	2.6825	0.6605	3.3429	2	3'UTR	ENSG00000152926.18	""	Genic
chr7	64979492	64979512	chr7-542	23.8	-	4.6139	1.5411	6.1549	2	CDS	ENSG00000152926.18	""	Genic
chr7	64990059	64990079	chr7-2177	10.9	-	1.7168	1.9814	3.6982	2	3'UTR-distal	ENSG00000152926.18	""	Genic
chr7	64990597	64990617	chr7-1631	11.6	-	1.9314	1.3209	3.2523	2	3'UTR	ENSG00000152926.18	""	Genic
chr7	64991526	64991546	chr7-2939	8.84	-	2.146	1.1008	3.2468	2	5'UTR	ENSG00000152926.18	""	Genic
chr7	65066070	65066090	chr7-5441	11.6	+	1.5022	2.862	4.3642	2	First intron	ENSG00000207344.1	SNORA22C	Genic
chr7	65755601	65755621	chr7-1224	22.4	+	2.6825	4.1829	6.8654	2	First intron	ENSG00000206634.1	SNORA22	Genic
chr7	65893735	65893755	chr7-5442	8.16	+	0.8584	2.2015	3.0599	2	First intron	ENSG00000196715.8	""	Genic
chr7	65982088	65982108	chr7-2941	8.84	-	0.9657	3.0822	4.0478	2	CDS	ENSG00000169919.18	""	Genic
chr7	66087264	66087284	chr7-915	18.4	+	2.3606	3.7426	6.1032	2	Satellite/LC	ENSG00000126522.18	""	TE
chr7	66542715	66542735	chr7-5453	6.12	-	1.073	3.0822	4.1551	2	Deep intronic	ENSG00000291136.2	RABGEF1P1	Genic
chr7	66937419	66937439	chr7-1634	10.9	+	0.9657	2.6418	3.6075	2	LINE	ENSG00000106609.17	""	TE
chr7	66952664	66952684	chr7-5465	11.6	+	1.7168	1.5411	3.2579	2	Deep intronic	ENSG00000106609.17	""	Genic
chr7	66952964	66952984	chr7-916	12.2	+	3.1117	3.0822	6.1938	2	Deep intronic	ENSG00000106609.17	""	Genic
chr7	69062436	69062456	chr7-46	22.4	+	1.1803	5.0635	6.2438	2	Intergenic	""	""	Intergenic
chr7	69062493	69062513	chr7-10	55.8	+	1.7168	15.1906	16.9074	2	Intergenic	""	""	Intergenic
chr7	69062620	69062640	chr7-7602	10.9	+	0.5365	2.862	3.3985	2	Intergenic	""	""	Intergenic
chr7	72275298	72275318	chr7-2180	11.6	-	1.6095	1.7612	3.3707	2	Deep intronic	ENSG00000183166.12	CALN1	Genic
chr7	72890729	72890749	chr7-2181	9.52	+	1.5022	1.9814	3.4836	2	5'UTR	ENSG00000196313.14	""	Genic
chr7	72890945	72890965	chr7-191	15.6	+	2.0387	1.7612	3.7999	2	5'UTR	ENSG00000196313.14	""	Genic
chr7	72897285	72897305	chr7-7606	6.12	+	0.8584	2.4217	3.2801	2	LINE	ENSG00000196313.14	""	TE
chr7	72914524	72914544	chr7-4025	11.6	+	0.9657	2.862	3.8277	2	Deep intronic	ENSG00000196313.14	""	Genic
chr7	72939361	72939381	chr7-1225	14.3	+	1.7168	1.9814	3.6982	2	CDS	ENSG00000196313.14	""	Genic
