chr	start	end	name	score	strand	NormedTC_ENCFF149LRA	NormedTC_ENCFF669MUY	NormedTC_K562_HNRNPC	BC_K562_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr6	52379655	52379675	chr6-5810	10.1	+	0.6147	1.3084	1.923	2	Alu	ENSG00000096093.17	""	TE
chr6	52406274	52406294	chr6-5811	3.73	+	1.2293	0.5551	1.7844	2	3'UTR	ENSG00000096093.17	""	Genic
chr6	52995862	52995882	chr6-2	859.2	+	154.7701	107.8029	262.573	2	Other exon	ENSG00000202198.1	7SK	Genic
chr6	53068678	53068698	chr6-5812	13.5	+	1.9669	1.6652	3.6321	2	Alu	ENSG00000112146.17	FBXO9	TE
chr6	53075767	53075787	chr6-2009	19.2	+	2.2128	2.5771	4.7899	2	Alu	ENSG00000112146.17	FBXO9	TE
chr6	53088619	53088639	chr6-4319	8.33	+	0.9834	0.9912	1.9746	2	Alu	ENSG00000112146.17	FBXO9	TE
chr6	53089092	53089112	chr6-4320	12.6	+	1.3522	1.3084	2.6606	2	Alu	ENSG00000112146.17	FBXO9	TE
chr6	53090949	53090969	chr6-3311	5.74	+	1.721	0.4758	2.1968	2	Deep intronic	ENSG00000112146.17	FBXO9	Genic
chr6	53219340	53219360	chr6-41	30.7	+	3.0733	3.3304	6.4037	2	Other exon	ENSG00000206908.1	RNU1-136P	Genic
chr6	53268087	53268107	chr6-1024	10.3	-	2.0898	2.2996	4.3894	2	3'UTR	ENSG00000012660.15	""	Genic
chr6	53268222	53268242	chr6-796	12.9	-	4.1797	3.2908	7.4704	2	3'UTR	ENSG00000012660.15	""	Genic
chr6	53268355	53268375	chr6-508	14.6	-	4.1797	3.6476	7.8273	2	3'UTR	ENSG00000012660.15	""	Genic
chr6	53269040	53269060	chr6-1291	8.04	-	1.9669	1.4273	3.3942	2	3'UTR	ENSG00000012660.15	""	Genic
chr6	53269238	53269258	chr6-52	13.8	-	1.9669	1.7445	3.7114	2	CDS	ENSG00000012660.15	""	Genic
chr6	53270587	53270607	chr6-2013	5.74	-	1.3522	0.8326	2.1848	2	CDS	ENSG00000012660.15	""	Genic
chr6	53276231	53276251	chr6-619	6.89	-	1.5981	0.5947	2.1928	2	CDS	ENSG00000012660.15	""	Genic
chr6	53283886	53283906	chr6-4323	7.75	-	1.2293	1.0308	2.2602	2	LINE	ENSG00000012660.15	""	TE
chr6	53283976	53283996	chr6-10433	8.9	-	1.2293	1.1101	2.3395	2	LINE	ENSG00000012660.15	""	TE
chr6	53284385	53284405	chr6-4324	4.88	-	1.3522	0.9912	2.3434	2	LINE	ENSG00000012660.15	""	TE
chr6	53284981	53285001	chr6-2014	8.62	-	1.5981	1.1498	2.7479	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53286551	53286571	chr6-797	18.4	-	2.9503	2.3392	5.2896	2	Alu	ENSG00000012660.15	""	TE
chr6	53286737	53286757	chr6-5817	5.74	-	1.2293	0.8326	2.0619	2	LINE	ENSG00000012660.15	""	TE
chr6	53287530	53287550	chr6-3313	8.9	-	1.1064	1.1101	2.2165	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53289145	53289165	chr6-5818	5.17	-	1.2293	0.7137	1.943	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53290520	53290540	chr6-2015	7.47	-	0.6147	1.3084	1.923	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53290871	53290891	chr6-3314	5.17	-	1.3522	0.5551	1.9073	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53292379	53292399	chr6-192	17.2	-	3.9338	4.0044	7.9382	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53292464	53292484	chr6-231	19	-	3.3191	2.5771	5.8963	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53292605	53292625	chr6-5819	15.2	-	2.2128	1.6652	3.878	2	Alu	ENSG00000012660.15	""	TE
chr6	53292762	53292782	chr6-620	10.6	-	6.2695	5.3128	11.5823	2	Alu	ENSG00000012660.15	""	TE
chr6	53293656	53293676	chr6-3316	4.88	-	1.2293	0.8723	2.1016	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53293792	53293812	chr6-4327	4.31	-	1.4752	0.793	2.2681	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53295015	53295035	chr6-5823	5.17	-	1.2293	0.6344	1.8637	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53295238	53295258	chr6-10446	4.02	-	1.4752	0.7137	2.1888	2	Deep intronic	ENSG00000012660.15	""	Genic
chr6	53295675	53295695	chr6-798	5.74	-	0.7376	0.9119	1.6495	2	CDS	ENSG00000012660.15	""	Genic
chr6	53306954	53306974	chr6-3317	7.47	-	1.2293	0.7533	1.9826	2	First intron	ENSG00000012660.15	""	Genic
chr6	53310439	53310459	chr6-10449	5.17	-	1.1064	0.674	1.7804	2	First intron	ENSG00000012660.15	""	Genic
chr6	53311382	53311402	chr6-10453	4.59	-	1.2293	0.7137	1.943	2	LINE	ENSG00000012660.15	""	TE
chr6	53313973	53313993	chr6-4329	4.88	-	0.9834	0.7137	1.6971	2	First intron	ENSG00000012660.15	""	Genic
chr6	53315237	53315257	chr6-3318	8.33	-	1.5981	1.1498	2.7479	2	LTR/ERV	ENSG00000012660.15	""	TE
chr6	53318101	53318121	chr6-10459	3.45	-	0.9834	0.8723	1.8557	2	Other SINE	ENSG00000012660.15	""	TE
chr6	53318707	53318727	chr6-1611	10.1	-	2.8274	2.4185	5.2459	2	Alu	ENSG00000012660.15	""	TE
chr6	53319545	53319565	chr6-3319	6.03	-	1.721	1.2687	2.9898	2	First intron	ENSG00000012660.15	""	Genic
chr6	53324227	53324247	chr6-5830	12.1	-	1.844	1.1101	2.9541	2	Alu	ENSG00000012660.15	""	TE
chr6	53324646	53324666	chr6-1025	31	-	4.6714	3.2908	7.9622	2	Alu	ENSG00000012660.15	""	TE
chr6	53324775	53324795	chr6-10463	6.03	-	1.1064	0.674	1.7804	2	First intron	ENSG00000012660.15	""	Genic
chr6	53328365	53328385	chr6-7763	6.03	-	1.2293	0.9912	2.2205	2	First intron	ENSG00000012660.15	""	Genic
chr6	53329798	53329818	chr6-7765	17.2	-	1.5981	2.2996	3.8977	2	Alu	ENSG00000012660.15	""	TE
chr6	53331138	53331158	chr6-2550	10.9	-	1.4752	1.1894	2.6646	2	Alu	ENSG00000012660.15	""	TE
chr6	53331300	53331320	chr6-799	20.7	-	2.8274	2.6168	5.4442	2	Alu	ENSG00000012660.15	""	TE
chr6	53334079	53334099	chr6-2016	6.32	-	1.1064	1.0705	2.1769	2	First intron	ENSG00000012660.15	""	Genic
chr6	53335369	53335389	chr6-5835	4.02	-	1.721	0.674	2.395	2	5'UTR	ENSG00000012660.15	""	Genic
chr6	53336470	53336490	chr6-7767	4.31	-	1.3522	1.2687	2.621	2	Alu	ENSG00000012660.15	""	TE
chr6	53338007	53338027	chr6-7768	5.17	-	0.7376	1.0308	1.7684	2	First intron	ENSG00000012660.15	""	Genic
chr6	53340137	53340157	chr6-7770	4.59	-	1.1064	0.7137	1.82	2	First intron	ENSG00000012660.15	""	Genic
chr6	53340358	53340378	chr6-10474	5.46	-	1.1064	0.7137	1.82	2	First intron	ENSG00000012660.15	""	Genic
chr6	53343552	53343572	chr6-1026	10.1	-	0.9834	1.3084	2.2918	2	Satellite/LC	ENSG00000012660.15	""	TE
chr6	53344780	53344800	chr6-4336	4.59	-	0.9834	0.793	1.7764	2	First intron	ENSG00000012660.15	""	Genic
chr6	53347660	53347680	chr6-5839	4.88	-	0.8605	0.8326	1.6931	2	First intron	ENSG00000012660.15	""	Genic
chr6	53347923	53347943	chr6-7774	7.18	-	1.2293	1.1498	2.3791	2	5'UTR	ENSG00000012660.15	""	Genic
chr6	53348880	53348900	chr6-1612	8.9	-	1.2293	1.8635	3.0928	2	5'UTR	ENSG00000012660.15	""	Genic
chr6	54005129	54005149	chr6-2551	8.62	+	1.3522	1.1498	2.502	2	Alu	""	""	TE
chr6	56622550	56622570	chr6-3321	12.6	-	1.1064	1.3877	2.4941	2	Alu	ENSG00000151914.22	DST	TE
chr6	57050020	57050040	chr6-14313	8.62	+	0.7376	1.0308	1.7684	2	Alu	ENSG00000168116.16	""	TE
chr6	57053356	57053376	chr6-5843	5.17	+	2.0898	0.6344	2.7242	2	CDS	ENSG00000168116.16	""	Genic
chr6	57053667	57053687	chr6-3322	5.17	+	0.9834	0.7137	1.6971	2	CDS	ENSG00000168116.16	""	Genic
chr6	57056071	57056091	chr6-3323	11.5	+	1.3522	1.467	2.8192	2	3'UTR	ENSG00000168116.16	""	Genic
chr6	57056232	57056252	chr6-2017	19.5	+	1.1064	2.4185	3.5249	2	3'UTR	ENSG00000168116.16	""	Genic
chr6	57056400	57056420	chr6-3324	12.9	+	1.3522	1.6652	3.0175	2	3'UTR	ENSG00000168116.16	""	Genic
chr6	57056565	57056585	chr6-111	31.6	+	3.1962	4.163	7.3592	2	3'UTR	ENSG00000168116.16	""	Genic
chr6	57056630	57056650	chr6-1027	9.19	+	1.1064	1.6652	2.7716	2	3'UTR	ENSG00000168116.16	""	Genic
chr6	57061004	57061024	chr6-5846	6.61	+	0.9834	0.674	1.6575	2	3'UTR-distal	""	""	Genic
chr6	57063479	57063499	chr6-5847	11.5	+	1.3522	1.5463	2.8985	2	3'UTR-distal	""	""	Genic
chr6	57065275	57065295	chr6-2552	5.17	+	1.2293	0.8723	2.1016	2	3'UTR-distal	""	""	Genic
chr6	57065514	57065534	chr6-1613	8.33	+	1.3522	1.0705	2.4227	2	3'UTR-distal	""	""	Genic
chr6	57065675	57065695	chr6-10496	6.03	+	1.3522	0.7533	2.1056	2	3'UTR-distal	""	""	Genic
chr6	57076401	57076421	chr6-5848	14.1	+	1.4752	1.6256	3.1007	2	Alu	""	""	TE
chr6	57079357	57079377	chr6-10499	8.62	+	1.4752	0.9912	2.4664	2	Alu	""	""	TE
chr6	57079550	57079570	chr6-4337	4.31	+	1.5981	1.7049	3.303	2	Alu	""	""	TE
chr6	57079672	57079692	chr6-4338	11.2	+	1.1064	1.5463	2.6527	2	Alu	""	""	TE
chr6	57094328	57094348	chr6-1614	15.2	+	1.5981	1.7445	3.3426	2	Alu	ENSG00000112200.18	""	TE
chr6	57095360	57095380	chr6-1293	29.9	+	2.5816	3.8459	6.4274	2	Alu	ENSG00000112200.18	""	TE
chr6	57095414	57095434	chr6-4339	7.18	+	0.8605	1.5463	2.4068	2	Alu	ENSG00000112200.18	""	TE
chr6	57095522	57095542	chr6-4340	8.9	+	1.5981	1.2291	2.8272	2	Alu	ENSG00000112200.18	""	TE
chr6	57095832	57095852	chr6-1028	8.33	+	1.4752	1.348	2.8232	2	Alu	ENSG00000112200.18	""	TE
chr6	57096212	57096232	chr6-3326	10.1	+	0.9834	1.0705	2.0539	2	Alu	ENSG00000112200.18	""	TE
chr6	57096394	57096414	chr6-3328	9.76	+	1.5981	1.5859	3.184	2	Alu	ENSG00000112200.18	""	TE
chr6	57096511	57096531	chr6-7784	5.74	+	0.7376	1.3877	2.1253	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57096856	57096876	chr6-1615	12.3	+	1.3522	1.8635	3.2157	2	Alu	ENSG00000112200.18	""	TE
chr6	57098568	57098588	chr6-10504	4.88	+	0.8605	1.0705	1.931	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57100282	57100302	chr6-7787	8.04	+	0.6147	1.1894	1.8041	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57105648	57105668	chr6-5852	6.32	+	1.3522	1.1894	2.5417	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57105910	57105930	chr6-7793	6.32	+	0.7376	1.0705	1.8081	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57106386	57106406	chr6-800	9.76	+	0.9834	1.5066	2.4901	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57106641	57106661	chr6-621	38.5	+	5.0402	4.5199	9.56	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57107752	57107772	chr6-3329	4.59	+	1.2293	0.5551	1.7844	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57107870	57107890	chr6-2018	13.2	+	0.9834	2.022	3.0055	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57108027	57108047	chr6-4341	7.47	+	1.5981	1.348	2.9461	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57109322	57109342	chr6-7796	6.03	+	1.3522	0.8326	2.1848	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57110930	57110950	chr6-1616	9.19	+	1.4752	2.4978	3.973	2	Alu	ENSG00000112200.18	""	TE
chr6	57111279	57111299	chr6-4342	12.3	+	1.5981	1.4273	3.0254	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57111402	57111422	chr6-801	45.7	+	4.3026	6.1851	10.4877	2	Alu	ENSG00000112200.18	""	TE
chr6	57117199	57117219	chr6-7797	3.73	+	1.1064	0.8723	1.9786	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57124782	57124802	chr6-5856	4.02	+	0.9834	0.674	1.6575	2	CDS	ENSG00000112200.18	""	Genic
chr6	57133714	57133734	chr6-4343	7.75	+	0.8605	1.1101	1.9707	2	Alu	ENSG00000112200.18	""	TE
chr6	57133864	57133884	chr6-2553	21.3	+	2.4586	2.7754	5.234	2	Alu	ENSG00000112200.18	""	TE
chr6	57136341	57136361	chr6-10519	4.59	+	1.1064	0.6344	1.7407	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57136479	57136499	chr6-2554	5.17	+	0.9834	1.0705	2.0539	2	LINE	ENSG00000112200.18	""	TE
chr6	57136835	57136855	chr6-2555	9.19	+	0.9834	1.6256	2.609	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57138290	57138310	chr6-2019	42.8	+	5.7778	5.2732	11.0509	2	Alu	ENSG00000112200.18	""	TE
chr6	57138816	57138836	chr6-2020	21.8	+	3.0733	2.5771	5.6504	2	Alu	ENSG00000112200.18	""	TE
chr6	57148423	57148443	chr6-14361	4.02	+	1.2293	0.5551	1.7844	2	CDS	ENSG00000112200.18	""	Genic
chr6	57148651	57148671	chr6-3331	4.59	+	0.9834	0.9516	1.935	2	CDS	ENSG00000112200.18	""	Genic
chr6	57150107	57150127	chr6-3332	4.88	+	0.9834	0.674	1.6575	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57151565	57151585	chr6-7804	5.74	+	0.8605	0.9119	1.7724	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57151706	57151726	chr6-3334	4.59	+	1.1064	1.5066	2.613	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57151774	57151794	chr6-4346	7.18	+	1.2293	1.3877	2.617	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57153430	57153450	chr6-19816	7.47	+	1.2293	1.0308	2.2602	2	Alu	ENSG00000112200.18	""	TE
chr6	57154492	57154512	chr6-3335	5.17	+	1.2293	1.5859	2.8152	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57154669	57154689	chr6-2021	7.75	+	0.9834	1.2291	2.2125	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57154919	57154939	chr6-2022	6.61	+	0.8605	1.3084	2.1689	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57155850	57155870	chr6-1617	14.9	+	1.3522	1.9428	3.295	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57156045	57156065	chr6-10525	5.74	+	0.9834	0.8326	1.8161	2	Other SINE	ENSG00000112200.18	""	TE
chr6	57156597	57156617	chr6-4349	5.74	+	0.3688	1.467	1.8358	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57156795	57156815	chr6-4350	4.88	+	1.1064	0.5551	1.6615	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57157127	57157147	chr6-4351	5.74	+	1.844	0.9516	2.7955	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57158367	57158387	chr6-10527	5.74	+	1.1064	0.674	1.7804	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57158919	57158939	chr6-4354	5.17	+	0.9834	0.9119	1.8954	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57159425	57159445	chr6-2023	6.89	+	1.1064	1.1894	2.2958	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57159552	57159572	chr6-2556	15.8	+	2.5816	2.4185	5.0001	2	Deep intronic	ENSG00000112200.18	""	Genic
chr6	57160290	57160310	chr6-1618	9.19	+	1.3522	1.7445	3.0968	2	Satellite/LC	ENSG00000112200.18	""	TE
chr6	57161705	57161725	chr6-7809	6.89	+	1.1064	0.793	1.8993	2	Alu	ENSG00000112200.18	""	TE
chr6	57168436	57168456	chr6-509	6.32	+	1.5981	0.5154	2.1135	2	CDS	ENSG00000112200.18	""	Genic
chr6	57168861	57168881	chr6-4356	4.59	+	1.3522	0.9119	2.2641	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57169720	57169740	chr6-1619	7.75	+	1.2293	1.3084	2.5377	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57169911	57169931	chr6-622	11.5	+	2.5816	2.141	4.7225	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57170050	57170070	chr6-2024	5.17	+	1.9669	0.9912	2.9581	2	3'UTR	ENSG00000112200.18	""	Genic
chr6	57186136	57186156	chr6-2557	7.75	+	1.5981	1.1894	2.7875	2	3'UTR	ENSG00000112208.12	""	Genic
chr6	57330405	57330425	chr6-4359	7.47	+	0.8605	0.8326	1.6931	2	Alu	ENSG00000146143.20	""	TE
chr6	57370720	57370740	chr6-2558	8.04	+	0.7376	1.1101	1.8477	2	Alu	ENSG00000146143.20	""	TE
chr6	57646397	57646417	chr6-232	18.7	+	1.5981	2.4582	4.0563	2	3'UTR	ENSG00000146143.20	""	Genic
chr6	57646440	57646460	chr6-510	10.1	+	1.1064	1.7049	2.8112	2	3'UTR	ENSG00000146143.20	""	Genic
chr6	57646565	57646585	chr6-2559	6.89	+	1.2293	0.8326	2.0619	2	3'UTR	ENSG00000146143.20	""	Genic
chr6	60855393	60855413	chr6-2560	8.04	+	1.9669	1.2291	3.196	2	Alu	ENSG00000287598.2	""	TE
chr6	61574154	61574174	chr6-193	7.47	+	2.2128	1.1101	3.3229	2	Intergenic	""	""	Intergenic
chr6	63576883	63576903	chr6-3340	5.17	+	0.9834	1.1894	2.1729	2	3'UTR	ENSG00000112245.14	PTP4A1	Genic
chr6	63580475	63580495	chr6-1621	6.32	+	0.9834	1.5859	2.5694	2	3'UTR	ENSG00000112245.14	PTP4A1	Genic
chr6	63581083	63581103	chr6-1294	8.33	+	1.5981	2.7357	4.3338	2	3'UTR	ENSG00000112245.14	PTP4A1	Genic
chr6	63644911	63644931	chr6-4361	14.1	+	1.5981	1.9428	3.5409	2	Alu	ENSG00000118482.13	""	TE
chr6	63645071	63645091	chr6-3343	9.48	+	0.7376	1.348	2.0856	2	Alu	ENSG00000118482.13	""	TE
chr6	63651383	63651403	chr6-1624	13.2	+	2.8274	2.022	4.8495	2	Alu	ENSG00000118482.13	""	TE
chr6	63665560	63665580	chr6-3344	10.3	+	0.7376	1.5859	2.3235	2	Alu	ENSG00000118482.13	""	TE
chr6	63668364	63668384	chr6-7823	5.74	+	0.9834	1.3084	2.2918	2	Alu	ENSG00000118482.13	""	TE
chr6	63668532	63668552	chr6-3345	6.32	+	1.1064	0.7533	1.8597	2	Alu	ENSG00000118482.13	""	TE
chr6	63684136	63684156	chr6-802	6.32	+	1.1064	0.6344	1.7407	2	CDS	ENSG00000118482.13	""	Genic
chr6	63684260	63684280	chr6-7825	3.16	+	1.4752	0.4361	1.9113	2	CDS	ENSG00000118482.13	""	Genic
chr6	63711806	63711826	chr6-5872	5.17	+	1.3522	0.6344	1.9866	2	CDS	ENSG00000118482.13	""	Genic
chr6	63712253	63712273	chr6-3346	4.02	+	1.2293	0.5154	1.7447	2	CDS	ENSG00000118482.13	""	Genic
chr6	63713600	63713620	chr6-1295	6.89	+	2.5816	1.3084	3.8899	2	CDS	ENSG00000118482.13	""	Genic
chr6	67065945	67065965	chr6-10555	3.73	+	1.1064	0.7137	1.82	2	Alu	""	""	TE
chr6	67066804	67066824	chr6-3347	11.5	+	1.9669	1.3877	3.3546	2	Alu	""	""	TE
chr6	67879389	67879409	chr6-7829	3.45	-	0.9834	0.8326	1.8161	2	LTR/ERV	""	""	TE
chr6	67881101	67881121	chr6-329	25.6	-	7.2529	8.3657	15.6187	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67881430	67881450	chr6-7	81	-	7.3759	14.8284	22.2042	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67882310	67882330	chr6-144	43.4	-	7.4988	13.52	21.0188	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67883502	67883522	chr6-625	22.7	-	3.3191	3.3304	6.6496	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67884218	67884238	chr6-413	17.8	-	2.0898	2.9736	5.0634	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67885614	67885634	chr6-414	16.7	-	3.1962	3.8459	7.0421	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67886184	67886204	chr6-812	20.7	-	4.3026	4.7578	9.0603	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67886705	67886725	chr6-332	21	-	3.4421	4.3216	7.7637	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67886770	67886790	chr6-415	21.3	-	6.2695	7.2556	13.5251	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67887438	67887458	chr6-516	21.8	-	5.0402	5.749	10.7891	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67887563	67887583	chr6-196	23	-	6.1465	6.5023	12.6488	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67888283	67888303	chr6-416	41.9	-	5.9007	8.8019	14.7025	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67888333	67888353	chr6-145	68.3	-	7.9905	11.6962	19.6867	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67888487	67888507	chr6-113	70.9	-	8.1134	11.2997	19.4131	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	67889135	67889155	chr6-1627	13.5	-	1.4752	1.9031	3.3783	2	LTR/ERV	ENSG00000227706.5	""	TE
chr6	68040693	68040713	chr6-4366	7.75	+	0.4917	1.1894	1.6812	2	LTR/ERV	ENSG00000285838.3	""	TE
chr6	68079750	68079770	chr6-2563	13.2	+	0.7376	1.8238	2.5614	2	Alu	ENSG00000285838.3	""	TE
chr6	68714384	68714404	chr6-2564	6.89	+	1.2293	0.9912	2.2205	2	First intron	ENSG00000135298.15	ADGRB3	Genic
chr6	68741403	68741423	chr6-1628	21.5	+	1.844	2.9736	4.8176	2	Alu	ENSG00000135298.15	ADGRB3	TE
chr6	68804955	68804975	chr6-7837	13.2	+	1.2293	1.5463	2.7756	2	Alu	ENSG00000135298.15	ADGRB3	TE
chr6	68807263	68807283	chr6-2565	35.6	+	2.7045	4.8371	7.5415	2	Alu	ENSG00000135298.15	ADGRB3	TE
chr6	69473216	69473236	chr6-129	10.6	-	1.2293	1.1101	2.3395	2	Intergenic	""	""	Intergenic
chr6	69685786	69685806	chr6-4374	6.61	-	0.9834	0.793	1.7764	2	Alu	ENSG00000168216.14	""	TE
chr6	69777420	69777440	chr6-4375	10.3	-	1.3522	1.2291	2.5813	2	Alu	ENSG00000168216.14	""	TE
chr6	70399224	70399244	chr6-198	8.62	+	1.5981	0.9912	2.5893	2	Deep intronic	ENSG00000237643.4	LINC01610	Genic
chr6	70420904	70420924	chr6-2025	10.9	+	1.1064	1.4273	2.5337	2	Alu	ENSG00000082269.18	""	TE
chr6	70534344	70534364	chr6-7842	8.9	+	0.6147	1.1101	1.7248	2	Alu	ENSG00000082269.18	""	TE
chr6	70568991	70569011	chr6-2026	31	+	2.3357	3.9648	6.3005	2	3'UTR-distal	ENSG00000154079.6	SDHAF4	Genic
chr6	70570514	70570534	chr6-5881	8.33	+	1.4752	1.0308	2.506	2	3'UTR-distal	ENSG00000154079.6	SDHAF4	Genic
chr6	70702664	70702684	chr6-7844	5.74	+	0.7376	1.0308	1.7684	2	Alu	ENSG00000112305.16	""	TE
chr6	70705279	70705299	chr6-5882	11.5	+	1.2293	1.4273	2.6566	2	Alu	ENSG00000112305.16	""	TE
chr6	72632164	72632184	chr6-5883	4.31	+	0.7376	1.1101	1.8477	2	Alu	ENSG00000185760.18	KCNQ5	TE
chr6	72635054	72635074	chr6-5884	7.47	+	0.8605	0.8326	1.6931	2	Alu	ENSG00000185760.18	KCNQ5	TE
chr6	72687861	72687881	chr6-4378	9.19	+	0.7376	1.3877	2.1253	2	Alu	ENSG00000185760.18	KCNQ5	TE
chr6	72701595	72701615	chr6-5886	5.46	+	1.2293	0.674	1.9033	2	Alu	ENSG00000185760.18	KCNQ5	TE
chr6	72718474	72718494	chr6-1033	24.1	+	1.9669	3.2115	5.1784	2	Alu	ENSG00000185760.18	KCNQ5	TE
chr6	73303051	73303071	chr6-4379	12.9	-	1.2293	1.5463	2.7756	2	Alu	ENSG00000135314.15	""	TE
chr6	73469021	73469041	chr6-5888	6.61	+	0.8605	0.9119	1.7724	2	Alu	ENSG00000135297.18	""	TE
chr6	73473813	73473833	chr6-5889	9.19	+	0.7376	1.2291	1.9667	2	Alu	ENSG00000135297.18	""	TE
chr6	73474117	73474137	chr6-4380	7.75	+	0.7376	1.0308	1.7684	2	Alu	ENSG00000135297.18	""	TE
chr6	73515467	73515487	chr6-3352	6.32	-	0.6147	1.467	2.0816	2	Alu	ENSG00000156508.21	""	TE
chr6	73517916	73517936	chr6-5893	18.7	-	1.721	2.1013	3.8224	2	3'UTR	ENSG00000156508.21	""	Genic
chr6	73518213	73518233	chr6-271	117.2	-	11.0638	12.727	23.7908	2	CDS	ENSG00000156508.21	""	Genic
chr6	73518764	73518784	chr6-7854	17.8	-	1.5981	2.022	3.6202	2	CDS	ENSG00000156508.21	""	Genic
chr6	73519374	73519394	chr6-234	50.5	-	7.4988	6.978	14.4768	2	CDS	ENSG00000156508.21	""	Genic
chr6	73520042	73520062	chr6-2568	10.1	-	0.4917	1.3877	1.8794	2	5'UTR	ENSG00000156508.21	""	Genic
chr6	73520614	73520634	chr6-130	61.5	-	5.5319	9.3966	14.9285	2	5'UTR	ENSG00000156508.21	""	Genic
chr6	73520786	73520806	chr6-1035	13.5	-	1.844	2.7754	4.6193	2	5'UTR	ENSG00000156508.21	""	Genic
chr6	73521000	73521020	chr6-22	75	-	5.0402	9.9516	14.9918	2	5'UTR	ENSG00000156508.21	""	Genic
chr6	75253059	75253079	chr6-4382	4.88	-	1.721	0.8326	2.5536	2	3'UTR	ENSG00000112697.18	""	Genic
chr6	75262618	75262638	chr6-2569	9.19	-	1.1064	0.9516	2.0579	2	Alu	ENSG00000112697.18	""	TE
chr6	75614898	75614918	chr6-4384	6.32	+	1.1064	0.7137	1.82	2	Alu	ENSG00000112701.19	""	TE
chr6	75629325	75629345	chr6-4386	14.9	+	1.721	1.7445	3.4655	2	Alu	ENSG00000112701.19	""	TE
chr6	75630092	75630112	chr6-3355	8.62	+	1.4752	0.793	2.2681	2	Alu	ENSG00000112701.19	""	TE
chr6	75634327	75634347	chr6-5897	6.32	+	0.8605	0.9516	1.8121	2	Alu	ENSG00000112701.19	""	TE
chr6	75634890	75634910	chr6-2570	8.62	+	2.2128	0.9119	3.1247	2	Deep intronic	ENSG00000112701.19	""	Genic
chr6	75636692	75636712	chr6-3357	6.03	+	0.7376	1.0705	1.8081	2	LINE	ENSG00000112701.19	""	TE
