chr	start	end	name	score	strand	NormedTC_ENCFF040BGS	NormedTC_ENCFF065BIC	NormedTC_HepG2_HNRNPC	BC_HepG2_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr6	142170826	142170846	chr6-4073	8.17	+	0.7564	1.2892	2.0456	2	Alu	ENSG00000009844.17	""	TE
chr6	142187938	142187958	chr6-97	42.6	+	2.7418	6.6303	9.3721	2	Alu	ENSG00000009844.17	""	TE
chr6	142188264	142188284	chr6-3113	10.7	+	1.2291	2.0259	3.255	2	Alu	ENSG00000009844.17	""	TE
chr6	142189783	142189803	chr6-10327	4.73	+	1.1345	1.013	2.1475	2	Alu	ENSG00000009844.17	""	TE
chr6	142204760	142204780	chr6-5404	8.17	+	1.3236	0.5525	1.8761	2	Alu	ENSG00000009844.17	""	TE
chr6	142310210	142310230	chr6-2435	12.5	+	2.1745	1.1051	3.2796	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142311681	142311701	chr6-742	14.2	+	3.2145	2.5785	5.793	2	LINE	ENSG00000112414.16	""	TE
chr6	142314509	142314529	chr6-7373	5.59	+	1.04	0.8288	1.8688	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142315273	142315293	chr6-2436	11.2	+	2.7418	0.9209	3.6627	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142319102	142319122	chr6-6265	6.02	+	1.3236	0.5525	1.8761	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142319526	142319546	chr6-4074	7.74	+	1.1345	1.1971	2.3317	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142322106	142322126	chr6-4671	6.88	+	1.1345	1.013	2.1475	2	Alu	ENSG00000112414.16	""	TE
chr6	142322655	142322675	chr6-6266	6.45	+	1.1345	0.8288	1.9633	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142323930	142323950	chr6-1682	13.8	+	2.3636	1.4734	3.837	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142324699	142324719	chr6-3535	7.74	+	0.8509	1.4734	2.3243	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142326532	142326552	chr6-1044	20.6	+	3.9708	1.3813	5.3522	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142328231	142328251	chr6-436	31.8	+	3.8763	4.236	8.1124	2	Alu	ENSG00000112414.16	""	TE
chr6	142328396	142328416	chr6-1683	13.8	+	2.3636	2.118	4.4816	2	Alu	ENSG00000112414.16	""	TE
chr6	142328525	142328545	chr6-3536	7.74	+	2.1745	1.2892	3.4637	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142329865	142329885	chr6-8662	5.59	+	1.04	0.9209	1.9609	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142330080	142330100	chr6-5406	8.6	+	1.5127	1.013	2.5257	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142332427	142332447	chr6-2769	8.6	+	0.0945	1.9338	2.0284	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142332515	142332535	chr6-1495	15	+	3.0254	1.5655	4.5909	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142336996	142337016	chr6-7375	6.88	+	0.7564	1.4734	2.2298	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142346513	142346533	chr6-8664	7.31	+	2.08	0.6446	2.7246	2	LINE	ENSG00000112414.16	""	TE
chr6	142348099	142348119	chr6-4075	6.45	+	1.3236	1.1971	2.5208	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142355939	142355959	chr6-10329	5.59	+	0.9454	1.013	1.9584	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142371190	142371210	chr6-3114	13.3	+	2.4581	1.3813	3.8395	2	Alu	ENSG00000112414.16	""	TE
chr6	142371357	142371377	chr6-4674	10.3	+	1.5127	2.3022	3.8149	2	Alu	ENSG00000112414.16	""	TE
chr6	142371510	142371530	chr6-611	31	+	5.6726	3.0389	8.7115	2	Alu	ENSG00000112414.16	""	TE
chr6	142372019	142372039	chr6-12436	4.73	+	1.2291	0.7367	1.9658	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142373562	142373582	chr6-671	18.5	+	2.6472	2.6706	5.3178	2	Alu	ENSG00000112414.16	""	TE
chr6	142373734	142373754	chr6-4675	6.88	+	1.04	1.2892	2.3292	2	Alu	ENSG00000112414.16	""	TE
chr6	142373915	142373935	chr6-1684	13.3	+	2.5527	1.1051	3.6577	2	Alu	ENSG00000112414.16	""	TE
chr6	142374585	142374605	chr6-2770	9.46	+	1.6072	2.3943	4.0015	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142383018	142383038	chr6-2771	10.3	+	0.6618	1.8418	2.5036	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142383129	142383149	chr6-2437	11.6	+	1.7963	1.3813	3.1777	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142383410	142383430	chr6-8668	8.6	+	1.6072	0.7367	2.344	2	Other SINE	ENSG00000112414.16	""	TE
chr6	142385535	142385555	chr6-12439	3.87	+	1.3236	0.6446	1.9682	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142388180	142388200	chr6-743	14.2	+	2.2691	2.118	4.3871	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142389184	142389204	chr6-3115	10.7	+	1.2291	2.3022	3.5313	2	LINE	ENSG00000112414.16	""	TE
chr6	142389274	142389294	chr6-672	18.1	+	2.2691	1.9338	4.2029	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142389756	142389776	chr6-7377	7.74	+	1.2291	1.3813	2.6104	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142390994	142391014	chr6-10333	5.16	+	1.5127	0.7367	2.2494	2	LINE	ENSG00000112414.16	""	TE
chr6	142391247	142391267	chr6-4076	7.31	+	1.4182	0.9209	2.339	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142392137	142392157	chr6-4077	10.3	+	1.6072	0.9209	2.5281	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142394612	142394632	chr6-125	73.5	+	13.5198	5.3411	18.8609	2	Alu	ENSG00000112414.16	""	TE
chr6	142394777	142394797	chr6-315	32.7	+	5.2945	4.144	9.4384	2	Alu	ENSG00000112414.16	""	TE
chr6	142394930	142394950	chr6-2772	11.2	+	2.1745	1.3813	3.5558	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142395320	142395340	chr6-3117	7.74	+	1.6072	1.013	2.6202	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142395750	142395770	chr6-3537	7.31	+	0.4727	1.5655	2.0382	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142395857	142395877	chr6-10335	5.16	+	1.5127	0.2763	1.789	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142396018	142396038	chr6-10336	6.02	+	0.8509	1.2892	2.1401	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142396738	142396758	chr6-7378	8.6	+	1.3236	0.8288	2.1524	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142396898	142396918	chr6-6268	10.7	+	1.9854	0.9209	2.9063	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142396969	142396989	chr6-8673	5.59	+	1.6072	0.7367	2.344	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142401230	142401250	chr6-4078	10.7	+	1.1345	1.7497	2.8842	2	Other SINE	ENSG00000112414.16	""	TE
chr6	142401506	142401526	chr6-8676	6.88	+	2.7418	0.3684	3.1101	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142405119	142405139	chr6-5407	7.31	+	1.4182	0.6446	2.0628	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142405164	142405184	chr6-3538	7.31	+	1.4182	0.9209	2.339	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142411498	142411518	chr6-8677	6.45	+	1.4182	0.4604	1.8786	2	Proximal intronic	ENSG00000112414.16	""	Genic
chr6	142412406	142412426	chr6-4079	7.74	+	1.5127	1.2892	2.8019	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142413170	142413190	chr6-2773	12.5	+	3.0254	1.2892	4.3146	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142415809	142415829	chr6-4080	8.6	+	1.2291	0.7367	1.9658	2	CDS	ENSG00000112414.16	""	Genic
chr6	142416615	142416635	chr6-7380	7.31	+	1.7018	0.7367	2.4385	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142419883	142419903	chr6-2774	10.3	+	2.2691	2.4864	4.7554	2	CDS	ENSG00000112414.16	""	Genic
chr6	142420036	142420056	chr6-5408	6.02	+	1.1345	0.7367	1.8712	2	CDS	ENSG00000112414.16	""	Genic
chr6	142426981	142427001	chr6-3118	12.5	+	1.04	1.8418	2.8817	2	LTR/ERV	ENSG00000112414.16	""	TE
chr6	142427217	142427237	chr6-6270	6.88	+	1.4182	1.2892	2.7074	2	LTR/ERV	ENSG00000112414.16	""	TE
chr6	142434352	142434372	chr6-2133	15	+	1.7018	2.3022	4.004	2	Alu	ENSG00000112414.16	""	TE
chr6	142434517	142434537	chr6-3119	7.74	+	2.2691	0.9209	3.1899	2	Alu	ENSG00000112414.16	""	TE
chr6	142435048	142435068	chr6-1045	15	+	2.2691	1.4734	3.7425	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142439011	142439031	chr6-2134	12	+	1.2291	2.3022	3.5313	2	Alu	ENSG00000112414.16	""	TE
chr6	142439360	142439380	chr6-3539	9.89	+	1.5127	0.8288	2.3415	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142439542	142439562	chr6-1171	14.2	+	1.6072	2.4864	4.0936	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142439952	142439972	chr6-3120	9.46	+	1.4182	1.1051	2.5232	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142440320	142440340	chr6-1890	17.6	+	3.12	2.6706	5.7905	2	Alu	ENSG00000112414.16	""	TE
chr6	142440487	142440507	chr6-612	18.1	+	3.0254	2.4864	5.5118	2	Alu	ENSG00000112414.16	""	TE
chr6	142440549	142440569	chr6-1172	12	+	2.3636	1.4734	3.837	2	Alu	ENSG00000112414.16	""	TE
chr6	142441061	142441081	chr6-4676	8.6	+	0.5673	1.5655	2.1328	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142441999	142442019	chr6-7382	8.6	+	0.6618	1.3813	2.0431	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142442216	142442236	chr6-1319	18.9	+	3.2145	2.0259	5.2404	2	Deep intronic	ENSG00000112414.16	""	Genic
chr6	142443074	142443094	chr6-3540	9.46	+	3.0254	1.7497	4.7751	2	Proximal intronic	ENSG00000112414.16	""	Genic
chr6	142443697	142443717	chr6-2438	9.89	+	1.9854	1.013	2.9984	2	3'UTR	ENSG00000112414.16	""	Genic
chr6	142443797	142443817	chr6-15088	6.88	+	1.4182	0.5525	1.9707	2	3'UTR	ENSG00000112414.16	""	Genic
chr6	142444879	142444899	chr6-4081	7.74	+	1.3236	1.3813	2.7049	2	3'UTR	ENSG00000112414.16	""	Genic
chr6	142445163	142445183	chr6-3541	6.88	+	0.9454	1.3813	2.3268	2	3'UTR	ENSG00000112414.16	""	Genic
chr6	142445872	142445892	chr6-4082	6.88	+	2.3636	0.9209	3.2845	2	3'UTR	ENSG00000112414.16	""	Genic
chr6	142446103	142446123	chr6-10340	6.45	+	1.9854	0.8288	2.8142	2	3'UTR	ENSG00000112414.16	""	Genic
chr6	142446719	142446739	chr6-6271	6.45	+	1.5127	0.6446	2.1573	2	3'UTR-distal	""	""	Genic
chr6	142449292	142449312	chr6-2135	11.2	+	1.9854	0.6446	2.63	2	3'UTR-distal	""	""	Genic
chr6	142449429	142449449	chr6-673	37	+	8.4144	2.0259	10.4404	2	3'UTR-distal	""	""	Genic
chr6	142460928	142460948	chr6-5409	14.6	+	3.309	0.2763	3.5853	2	Intergenic	""	""	Intergenic
chr6	142462992	142463012	chr6-8681	6.88	+	1.3236	0.6446	1.9682	2	LTR/ERV	""	""	TE
chr6	142775802	142775822	chr6-5410	12.5	-	0.9454	2.0259	2.9714	2	5'UTR	ENSG00000010818.12	""	Genic
chr6	142783298	142783318	chr6-3121	12.9	-	0.8509	2.118	2.9689	2	Alu	ENSG00000010818.12	""	TE
chr6	142801167	142801187	chr6-6273	7.74	-	0.5673	1.2892	1.8565	2	First intron	ENSG00000010818.12	""	Genic
chr6	142801386	142801406	chr6-3542	15	-	1.3236	2.4864	3.81	2	Alu	ENSG00000010818.12	""	TE
chr6	142819197	142819217	chr6-6274	5.59	-	0.8509	1.013	1.8639	2	Alu	ENSG00000010818.12	""	TE
chr6	142859286	142859306	chr6-3122	9.89	-	0.8509	1.3813	2.2322	2	Alu	ENSG00000010818.12	""	TE
chr6	142859430	142859450	chr6-4083	10.7	-	1.2291	1.4734	2.7025	2	Alu	ENSG00000010818.12	""	TE
chr6	142877021	142877041	chr6-744	20.2	-	2.3636	2.6706	5.0342	2	Alu	ENSG00000010818.12	""	TE
chr6	142882583	142882603	chr6-4677	8.17	-	0.9454	1.5655	2.5109	2	Alu	ENSG00000010818.12	""	TE
chr6	142898628	142898648	chr6-5415	9.03	-	0.9454	1.4734	2.4188	2	Alu	ENSG00000010818.12	""	TE
chr6	142903849	142903869	chr6-6276	8.17	-	0.6618	1.2892	1.951	2	First intron	ENSG00000010818.12	""	Genic
chr6	142906104	142906124	chr6-4678	8.6	-	1.4182	1.5655	2.9837	2	Alu	ENSG00000010818.12	""	TE
chr6	142908716	142908736	chr6-8687	4.73	-	0.2836	1.8418	2.1254	2	5'UTR	ENSG00000010818.12	""	Genic
chr6	142913925	142913945	chr6-3543	9.89	-	0.7564	1.8418	2.5981	2	5'UTR	ENSG00000010818.12	""	Genic
chr6	142918601	142918621	chr6-10348	6.02	-	1.1345	0.8288	1.9633	2	First intron	ENSG00000010818.12	""	Genic
chr6	142921214	142921234	chr6-384	23.6	-	1.6072	3.6835	5.2908	2	Other SINE	ENSG00000010818.12	""	TE
chr6	142935519	142935539	chr6-4679	9.03	-	0.6618	1.7497	2.4115	2	Alu	ENSG00000010818.12	""	TE
chr6	142936086	142936106	chr6-4680	8.17	-	0.4727	1.4734	1.9461	2	Alu	ENSG00000010818.12	""	TE
chr6	143043126	143043146	chr6-1320	13.3	-	1.9854	1.8418	3.8272	2	Alu	ENSG00000229017.8	LINC01277	TE
chr6	143043260	143043280	chr6-12462	6.02	-	1.4182	0.4604	1.8786	2	LINE	ENSG00000229017.8	LINC01277	TE
chr6	143046430	143046450	chr6-5416	7.74	-	1.6072	0.4604	2.0677	2	LINE	ENSG00000229017.8	LINC01277	TE
chr6	143047412	143047432	chr6-6280	6.88	-	1.4182	0.7367	2.1549	2	LINE	ENSG00000229017.8	LINC01277	TE
chr6	143047838	143047858	chr6-6281	7.74	-	1.1345	0.7367	1.8712	2	LINE	ENSG00000229017.8	LINC01277	TE
chr6	143050397	143050417	chr6-7386	6.45	-	1.3236	0.6446	1.9682	2	Deep intronic	ENSG00000229017.8	LINC01277	Genic
chr6	143051561	143051581	chr6-931	15	-	1.4182	2.118	3.5362	2	Alu	ENSG00000229017.8	LINC01277	TE
chr6	143051871	143051891	chr6-2775	15.5	-	2.5527	1.5655	4.1182	2	Alu	ENSG00000229017.8	LINC01277	TE
chr6	143056508	143056528	chr6-10353	5.16	-	1.3236	0.6446	1.9682	2	Deep intronic	ENSG00000229017.8	LINC01277	Genic
chr6	143056653	143056673	chr6-15112	5.59	-	1.7018	0.2763	1.9781	2	Deep intronic	ENSG00000229017.8	LINC01277	Genic
chr6	143057716	143057736	chr6-5417	9.03	-	1.7018	0.8288	2.5306	2	LTR/ERV	ENSG00000229017.8	LINC01277	TE
chr6	143057945	143057965	chr6-6282	7.74	-	1.6072	0.3684	1.9756	2	Proximal intronic	ENSG00000229017.8	LINC01277	Genic
chr6	143058716	143058736	chr6-72	72.6	-	10.778	7.0908	17.8688	2	Alu	ENSG00000229017.8	LINC01277	TE
chr6	143066304	143066324	chr6-4681	9.03	+	1.1345	1.6576	2.7921	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143069039	143069059	chr6-3123	9.46	+	1.2291	1.013	2.242	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143069207	143069227	chr6-4084	9.03	+	2.08	1.1971	3.2771	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143069905	143069925	chr6-4085	7.31	+	0.5673	1.4734	2.0407	2	LINE	ENSG00000146416.19	AIG1	TE
chr6	143071502	143071522	chr6-4086	11.2	+	0.8509	2.0259	2.8768	2	LINE	ENSG00000146416.19	AIG1	TE
chr6	143071981	143072001	chr6-509	18.9	+	2.7418	2.4864	5.2282	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143075347	143075367	chr6-5419	9.03	+	1.5127	1.013	2.5257	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143075484	143075504	chr6-2776	12.9	+	1.4182	1.5655	2.9837	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143076698	143076718	chr6-10355	7.31	+	1.1345	1.013	2.1475	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143092055	143092075	chr6-4087	10.3	+	0.8509	1.8418	2.6927	2	First intron	ENSG00000146416.19	AIG1	Genic
chr6	143092129	143092149	chr6-8691	6.45	+	1.1345	0.8288	1.9633	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143092309	143092329	chr6-3124	10.3	+	1.5127	1.5655	3.0782	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143145050	143145070	chr6-2777	10.3	+	0.7564	1.6576	2.4139	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143154873	143154893	chr6-6284	6.02	+	0.6618	1.1971	1.859	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143155049	143155069	chr6-4088	6.45	+	0.9454	1.1051	2.0505	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143173077	143173097	chr6-4089	11.2	+	1.7963	1.013	2.8093	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143176436	143176456	chr6-6285	6.88	+	0.9454	0.9209	1.8663	2	LINE	ENSG00000146416.19	AIG1	TE
chr6	143182049	143182069	chr6-7391	5.16	+	1.1345	0.7367	1.8712	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143182224	143182244	chr6-7392	6.02	+	1.2291	0.7367	1.9658	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143183036	143183056	chr6-1173	18.9	+	2.2691	2.2101	4.4792	2	Deep intronic	ENSG00000146416.19	AIG1	Genic
chr6	143183221	143183241	chr6-932	27.5	+	3.7818	3.3152	7.0969	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143189063	143189083	chr6-2136	13.3	+	2.6472	1.2892	3.9365	2	3'UTR	ENSG00000146416.19	AIG1	Genic
chr6	143197570	143197590	chr6-4090	7.74	+	0.5673	2.5785	3.1457	2	LTR/ERV	ENSG00000146416.19	AIG1	TE
chr6	143223536	143223556	chr6-10358	3.87	+	0.8509	1.013	1.8639	2	Deep intronic	ENSG00000146416.19	AIG1	Genic
chr6	143226269	143226289	chr6-3125	18.5	+	3.12	1.7497	4.8696	2	Alu	ENSG00000146416.19	AIG1	TE
chr6	143340486	143340506	chr6-7395	9.46	+	1.4182	0.9209	2.339	2	3'UTR	ENSG00000146416.19	AIG1	Genic
chr6	143425472	143425492	chr6-2439	11.2	-	1.5127	1.3813	2.894	2	3'UTR	ENSG00000189007.17	""	Genic
chr6	143435127	143435147	chr6-3126	9.46	-	0.9454	1.6576	2.603	2	First intron	ENSG00000189007.17	""	Genic
chr6	143441947	143441967	chr6-10360	5.16	-	1.04	1.4734	2.5134	2	5'UTR	ENSG00000189007.17	""	Genic
chr6	143443502	143443522	chr6-1046	21.1	-	2.5527	2.8547	5.4074	2	Alu	ENSG00000189007.17	""	TE
chr6	143443802	143443822	chr6-834	20.6	-	2.2691	3.2231	5.4921	2	Alu	ENSG00000189007.17	""	TE
chr6	143448815	143448835	chr6-6290	5.59	-	1.04	0.9209	1.9609	2	Alu	ENSG00000189007.17	""	TE
chr6	143496572	143496592	chr6-5420	8.17	-	1.4182	0.5525	1.9707	2	Deep intronic	ENSG00000001036.15	""	Genic
chr6	143507272	143507292	chr6-3127	9.46	-	3.7818	1.4734	5.2552	2	CDS	ENSG00000001036.15	""	Genic
chr6	143572578	143572598	chr6-8697	6.88	+	0.6618	1.4734	2.1352	2	Alu	ENSG00000112419.16	""	TE
chr6	143717591	143717611	chr6-3544	9.03	+	1.6072	0.9209	2.5281	2	Alu	ENSG00000112419.16	""	TE
chr6	143718904	143718924	chr6-2440	12.5	+	1.5127	1.4734	2.9861	2	Alu	ENSG00000112419.16	""	TE
chr6	143723989	143724009	chr6-3545	11.6	+	1.9854	1.1051	3.0905	2	Alu	ENSG00000112419.16	""	TE
chr6	143724164	143724184	chr6-12479	5.16	+	1.1345	1.013	2.1475	2	Alu	ENSG00000112419.16	""	TE
chr6	143725233	143725253	chr6-3128	8.17	+	1.8909	0.4604	2.3513	2	Alu	ENSG00000112419.16	""	TE
chr6	143728246	143728266	chr6-4683	10.7	+	1.04	1.7497	2.7897	2	Alu	ENSG00000112419.16	""	TE
chr6	143736602	143736622	chr6-23926	7.74	+	1.4182	0.5525	1.9707	2	Alu	ENSG00000112419.16	""	TE
chr6	143847543	143847563	chr6-3546	9.46	+	0.8509	1.2892	2.1401	2	3'UTR-distal	ENSG00000135521.10	""	Genic
chr6	144285350	144285370	chr6-85	56.7	+	4.0654	10.7743	14.8397	2	5'UTR	ENSG00000152818.20	UTRN	Genic
chr6	144285565	144285585	chr6-1891	17.2	+	2.3636	2.2101	4.5737	2	5'UTR	ENSG00000152818.20	UTRN	Genic
chr6	144285655	144285675	chr6-27	39.5	+	3.9708	5.6174	9.5882	2	5'UTR	ENSG00000152818.20	UTRN	Genic
chr6	144288784	144288804	chr6-933	17.6	+	1.1345	3.3152	4.4497	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144289505	144289525	chr6-2779	12	+	1.2291	1.5655	2.7946	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144289674	144289694	chr6-3547	8.6	+	1.04	1.2892	2.3292	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144290789	144290809	chr6-3548	10.3	+	1.3236	1.6576	2.9812	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144292508	144292528	chr6-1685	12.9	+	1.2291	2.118	3.3471	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144292670	144292690	chr6-5422	7.31	+	1.1345	1.2892	2.4238	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144294098	144294118	chr6-4091	7.74	+	1.7963	1.1051	2.9014	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144294200	144294220	chr6-2441	9.89	+	0.6618	2.2101	2.8719	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144294604	144294624	chr6-471	19.8	+	4.1599	4.4202	8.5802	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144296797	144296817	chr6-1686	12.5	+	1.3236	2.7626	4.0863	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144296932	144296952	chr6-2780	8.6	+	1.4182	1.4734	2.8916	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144297646	144297666	chr6-3129	13.8	+	1.9854	2.0259	4.0114	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144298179	144298199	chr6-10368	6.45	+	1.3236	0.6446	1.9682	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144298332	144298352	chr6-1892	11.6	+	1.7018	1.8418	3.5436	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144298680	144298700	chr6-934	15.9	+	1.8909	2.3943	4.2852	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144298939	144298959	chr6-8708	6.88	+	1.6072	0.5525	2.1598	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144299006	144299026	chr6-7400	6.88	+	0.8509	1.1971	2.048	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144299182	144299202	chr6-5423	7.74	+	0.4727	2.3022	2.7749	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144299472	144299492	chr6-6293	6.45	+	0.8509	1.5655	2.4164	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144300108	144300128	chr6-156	34.4	+	1.4182	6.8145	8.2327	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144300298	144300318	chr6-7401	11.6	+	2.08	1.3813	3.4613	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144300527	144300547	chr6-1321	15	+	1.9854	2.118	4.1034	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144301571	144301591	chr6-3549	12	+	1.5127	1.7497	3.2624	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144301726	144301746	chr6-4685	8.17	+	1.2291	1.1971	2.4262	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144305118	144305138	chr6-1496	11.6	+	1.7963	1.5655	3.3618	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144305765	144305785	chr6-3550	8.6	+	0.4727	1.8418	2.3145	2	LTR/ERV	ENSG00000152818.20	UTRN	TE
chr6	144306158	144306178	chr6-6294	6.02	+	0.5673	1.7497	2.3169	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144306995	144307015	chr6-2442	10.7	+	0.8509	1.9338	2.7847	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144307125	144307145	chr6-2781	10.3	+	0.9454	1.4734	2.4188	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144307227	144307247	chr6-4092	8.17	+	0.9454	1.1971	2.1426	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144307747	144307767	chr6-7403	6.88	+	1.7963	0.2763	2.0726	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144307847	144307867	chr6-2782	10.3	+	1.3236	1.4734	2.797	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144307959	144307979	chr6-2783	10.3	+	1.3236	2.6706	3.9942	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144308363	144308383	chr6-3130	9.89	+	1.4182	1.2892	2.7074	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144310030	144310050	chr6-5424	8.17	+	1.04	1.4734	2.5134	2	LINE	ENSG00000152818.20	UTRN	TE
chr6	144310195	144310215	chr6-674	17.6	+	1.6072	2.9468	4.5541	2	Alu	ENSG00000152818.20	UTRN	TE
chr6	144311094	144311114	chr6-5425	6.88	+	0.6618	1.4734	2.1352	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144311238	144311258	chr6-3131	11.2	+	1.2291	2.118	3.3471	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144311337	144311357	chr6-1687	11.2	+	0.8509	2.6706	3.5214	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144312798	144312818	chr6-15152	5.16	+	1.2291	0.6446	1.8737	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144313549	144313569	chr6-6295	5.16	+	0.3782	1.5655	1.9437	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144314589	144314609	chr6-1688	9.89	+	1.2291	1.2892	2.5183	2	Deep intronic	ENSG00000152818.20	UTRN	Genic
chr6	144317433	144317453	chr6-675	17.6	+	3.4981	4.0519	7.55	2	Alu	ENSG00000152818.20	UTRN	TE
