chr	start	end	name	score	strand	NormedTC_ENCFF452ZWM	NormedTC_ENCFF786UGT	NormedTC_K562_ELAVL1	BC_K562_ELAVL1	annotation	gene	external_gene_name	grouped_annotation
chr9	72127927	72127947	chr9-679	12.3	+	2.6469	1.888	4.5349	2	First intron	ENSG00000119125.18	""	Genic
chr9	72147231	72147251	chr9-2272	12.3	+	3.1762	1.6992	4.8755	2	Alu	ENSG00000119125.18	""	TE
chr9	72242690	72242710	chr9-1012	11.2	+	4.0585	0.944	5.0026	2	Satellite/LC	ENSG00000119125.18	""	TE
chr9	72355889	72355909	chr9-1477	28.5	-	3.1762	3.3985	6.5747	2	3'UTR	ENSG00000107372.14	""	Genic
chr9	72361536	72361556	chr9-916	15.6	-	2.4704	1.6992	4.1696	2	5'UTR	ENSG00000107372.14	""	Genic
chr9	72362964	72362984	chr9-1284	12.9	-	1.2352	2.2656	3.5009	2	5'UTR	ENSG00000107372.14	""	Genic
chr9	72759729	72759749	chr9-3205	13.4	-	2.1175	1.2272	3.3447	2	Deep intronic	""	""	Genic
chr9	72767804	72767824	chr9-2664	38.6	+	9.1758	1.6048	10.7807	2	Deep intronic	ENSG00000165091.18	TMC1	Genic
chr9	73166962	73166982	chr9-1478	9.5	+	1.7646	1.5104	3.275	2	LINE	ENSG00000135046.16	""	TE
chr9	73766353	73766373	chr9-554	16.8	-	2.9998	1.3216	4.3214	2	LINE	ENSG00000293610.1	""	TE
chr9	73800072	73800092	chr9-2667	6.71	-	1.941	1.6048	3.5459	2	LINE	ENSG00000293610.1	""	TE
chr9	73846001	73846021	chr9-1138	10.6	-	1.7646	2.0768	3.8414	2	Deep intronic	ENSG00000293610.1	""	Genic
chr9	73908087	73908107	chr9-2276	29.1	-	4.7644	2.4545	7.2188	2	LINE	ENSG00000293610.1	""	TE
chr9	73917215	73917235	chr9-1139	11.7	-	1.7646	1.2272	2.9918	2	Deep intronic	ENSG00000293610.1	""	Genic
chr9	74847553	74847573	chr9-257	41.3	+	13.5873	2.7377	16.3249	2	Deep intronic	""	""	Genic
chr9	74981278	74981298	chr9-1691	9.5	-	1.941	2.2656	4.2067	2	3'UTR	ENSG00000156017.14	""	Genic
chr9	74981654	74981674	chr9-2672	13.4	-	1.4117	1.7936	3.2053	2	3'UTR	ENSG00000156017.14	""	Genic
chr9	74981991	74982011	chr9-83	34.6	-	3.7056	5.5697	9.2753	2	3'UTR	ENSG00000156017.14	""	Genic
chr9	74983141	74983161	chr9-193	38.6	-	2.6469	6.5137	9.1606	2	3'UTR	ENSG00000156017.14	""	Genic
chr9	74983229	74983249	chr9-13	224.6	-	22.5866	26.7158	49.3024	2	3'UTR	ENSG00000156017.14	""	Genic
chr9	74983359	74983379	chr9-1285	16.8	-	2.6469	2.1712	4.8181	2	3'UTR	ENSG00000156017.14	""	Genic
chr9	75014811	75014831	chr9-339	26.3	-	4.235	2.4545	6.6894	2	Alu	ENSG00000156017.14	""	TE
chr9	75015757	75015777	chr9-917	14.5	-	1.941	1.5104	3.4515	2	Alu	ENSG00000156017.14	""	TE
chr9	75147062	75147082	chr9-160	47.5	+	3.8821	7.269	11.151	2	3'UTR	ENSG00000134996.13	""	Genic
chr9	75444410	75444430	chr9-3923	12.3	-	2.294	0.8496	3.1436	2	LINE	""	""	TE
chr9	75645289	75645309	chr9-1692	33.5	-	6.8819	1.9824	8.8643	2	LTR/ERV	""	""	TE
chr9	75833167	75833187	chr9-2277	12.3	-	2.1175	0.944	3.0615	2	Alu	""	""	TE
chr9	75876396	75876416	chr9-1140	17.3	-	3.1762	1.2272	4.4035	2	Alu	""	""	TE
chr9	76047113	76047133	chr9-4882	14.5	+	2.294	1.2272	3.5212	2	Alu	ENSG00000099139.15	""	TE
chr9	76385883	76385903	chr9-918	15.1	-	5.1173	1.5104	6.6277	2	3'UTR	ENSG00000135002.12	RFK	Genic
chr9	76386486	76386506	chr9-1963	11.7	-	4.7644	1.5104	6.2748	2	3'UTR	ENSG00000135002.12	RFK	Genic
chr9	76386717	76386737	chr9-62	49.7	-	15.1754	3.8705	19.0459	2	3'UTR	ENSG00000135002.12	RFK	Genic
chr9	76571749	76571769	chr9-113	80.5	+	13.7637	7.741	21.5047	2	TSS-proximal	""	""	Genic
chr9	76571906	76571926	chr9-63	85.5	+	18.7045	18.1252	36.8297	2	Other exon	ENSG00000294255.1	""	Genic
chr9	77191085	77191105	chr9-1479	9.5	+	2.294	1.6048	3.8988	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77207812	77207832	chr9-745	11.7	+	3.1762	0.8496	4.0259	2	Deep intronic	ENSG00000197969.14	VPS13A	Genic
chr9	77211535	77211555	chr9-1480	15.1	+	1.4117	1.9824	3.3941	2	LTR/ERV	ENSG00000197969.14	VPS13A	TE
chr9	77229101	77229121	chr9-1481	20.7	+	3.8821	1.6992	5.5813	2	Alu	ENSG00000197969.14	VPS13A	TE
chr9	77230684	77230704	chr9-919	10.6	+	2.1175	0.944	3.0615	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77241451	77241471	chr9-3218	11.2	+	2.294	1.2272	3.5212	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77243149	77243169	chr9-1694	10.6	+	2.4704	0.8496	3.32	2	Deep intronic	ENSG00000197969.14	VPS13A	Genic
chr9	77256029	77256049	chr9-829	20.1	+	3.1762	2.9265	6.1027	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77256218	77256238	chr9-1966	6.71	+	2.1175	1.3216	3.4391	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77257260	77257280	chr9-4894	12.3	+	1.941	1.5104	3.4515	2	Alu	ENSG00000197969.14	VPS13A	TE
chr9	77341444	77341464	chr9-830	15.6	+	3.1762	1.6048	4.7811	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77341571	77341591	chr9-385	22.9	+	4.4115	3.4929	7.9043	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77341720	77341740	chr9-424	20.1	+	1.5881	2.7377	4.3258	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77343728	77343748	chr9-1141	12.3	+	2.8233	2.5489	5.3722	2	Deep intronic	ENSG00000197969.14	VPS13A	Genic
chr9	77345736	77345756	chr9-1482	14.5	+	2.9998	2.1712	5.171	2	Deep intronic	ENSG00000197969.14	VPS13A	Genic
chr9	77347487	77347507	chr9-2279	6.71	+	1.5881	1.6048	3.193	2	Alu	ENSG00000197969.14	VPS13A	TE
chr9	77378730	77378750	chr9-746	13.4	+	3.7056	1.2272	4.9328	2	LINE	ENSG00000197969.14	VPS13A	TE
chr9	77383981	77384001	chr9-2680	12.9	+	2.1175	2.6433	4.7608	2	Deep intronic	ENSG00000197969.14	VPS13A	Genic
chr9	77718328	77718348	chr9-121	46.9	-	8.8229	4.9089	13.7318	2	3'UTR	ENSG00000156052.12	""	Genic
chr9	77720356	77720376	chr9-920	12.3	-	4.0585	2.8321	6.8906	2	3'UTR	ENSG00000156052.12	""	Genic
chr9	77779652	77779672	chr9-273	36.9	-	4.0585	4.6257	8.6842	2	LINE	ENSG00000156052.12	""	TE
chr9	77786328	77786348	chr9-1286	12.9	-	3.5292	0.3776	3.9068	2	Alu	ENSG00000156052.12	""	TE
chr9	77788054	77788074	chr9-831	12.9	-	2.9998	1.6992	4.699	2	Alu	ENSG00000156052.12	""	TE
chr9	77789367	77789387	chr9-1969	8.94	-	1.4117	2.7377	4.1493	2	LINE	ENSG00000156052.12	""	TE
chr9	77801716	77801736	chr9-1483	10.1	-	2.6469	1.5104	4.1573	2	Satellite/LC	ENSG00000156052.12	""	TE
chr9	77881401	77881421	chr9-1697	8.94	-	1.941	1.3216	3.2627	2	Alu	ENSG00000156052.12	""	TE
chr9	77882132	77882152	chr9-292	26.3	-	5.4702	3.1153	8.5855	2	Alu	ENSG00000156052.12	""	TE
chr9	77885778	77885798	chr9-293	19.6	-	3.1762	2.1712	5.3475	2	Satellite/LC	ENSG00000156052.12	""	TE
chr9	77887109	77887129	chr9-555	17.9	-	1.7646	2.6433	4.4078	2	Alu	ENSG00000156052.12	""	TE
chr9	77897918	77897938	chr9-122	80.5	-	6.5289	11.2338	17.7628	2	Deep intronic	ENSG00000156052.12	""	Genic
chr9	77898703	77898723	chr9-747	14	-	1.941	2.2656	4.2067	2	LINE	ENSG00000156052.12	""	TE
chr9	77902551	77902571	chr9-1014	12.9	-	1.2352	2.5489	3.7841	2	Deep intronic	ENSG00000156052.12	""	Genic
chr9	77911582	77911602	chr9-1015	10.6	-	1.4117	1.7936	3.2053	2	Deep intronic	ENSG00000156052.12	""	Genic
chr9	77913600	77913620	chr9-1699	8.94	-	2.4704	0.7552	3.2256	2	LINE	ENSG00000156052.12	""	TE
chr9	77917495	77917515	chr9-425	25.7	-	3.8821	3.3041	7.1861	2	LINE	ENSG00000156052.12	""	TE
chr9	77964640	77964660	chr9-1016	11.7	-	1.2352	2.6433	3.8785	2	LINE	ENSG00000156052.12	""	TE
chr9	77970208	77970228	chr9-921	11.2	-	1.4117	1.7936	3.2053	2	Alu	ENSG00000156052.12	""	TE
chr9	78004259	78004279	chr9-607	15.1	-	2.1175	1.416	3.5335	2	Alu	ENSG00000156052.12	""	TE
chr9	78007417	78007437	chr9-1700	10.1	-	1.7646	1.3216	3.0862	2	First intron	ENSG00000156052.12	""	Genic
chr9	78011419	78011439	chr9-2692	6.71	-	2.1175	1.2272	3.3447	2	LINE	ENSG00000156052.12	""	TE
chr9	78012587	78012607	chr9-748	24.6	-	2.4704	3.7761	6.2465	2	LINE	ENSG00000156052.12	""	TE
chr9	78012867	78012887	chr9-3944	6.71	-	1.7646	1.6048	3.3694	2	First intron	ENSG00000156052.12	""	Genic
chr9	78014594	78014614	chr9-1485	10.1	-	2.9998	2.2656	5.2654	2	Alu	ENSG00000156052.12	""	TE
chr9	78017694	78017714	chr9-1486	8.94	-	1.941	1.9824	3.9235	2	First intron	ENSG00000156052.12	""	Genic
chr9	78021784	78021804	chr9-1971	10.1	-	2.294	1.2272	3.5212	2	First intron	ENSG00000156052.12	""	Genic
chr9	78023618	78023638	chr9-1287	12.9	-	1.7646	2.2656	4.0302	2	First intron	ENSG00000156052.12	""	Genic
chr9	78029266	78029286	chr9-508	21.8	-	3.3527	2.3601	5.7128	2	First intron	ENSG00000156052.12	""	Genic
chr9	78249114	78249134	chr9-2694	10.1	+	1.7646	1.2272	2.9918	2	Proximal intronic	ENSG00000148019.15	""	Genic
chr9	78329952	78329972	chr9-1704	8.94	+	3.5292	0.3776	3.9068	2	3'UTR	ENSG00000135069.15	""	Genic
chr9	78423946	78423966	chr9-3946	19	+	4.0585	1.0384	5.097	2	LINE	""	""	TE
chr9	81869334	81869354	chr9-1973	13.4	+	2.9998	0.6608	3.6606	2	Alu	""	""	TE
chr9	82015620	82015640	chr9-832	21.8	+	4.5879	1.6048	6.1927	2	LINE	ENSG00000290551.2	""	TE
chr9	83658709	83658729	chr9-2286	10.1	-	1.941	1.2272	3.1683	2	3'UTR	ENSG00000135018.15	""	Genic
chr9	83661458	83661478	chr9-1706	9.5	-	2.9998	1.888	4.8878	2	3'UTR	ENSG00000135018.15	""	Genic
chr9	83661517	83661537	chr9-1017	16.2	-	2.1175	2.7377	4.8552	2	3'UTR	ENSG00000135018.15	""	Genic
chr9	83661591	83661611	chr9-361	28.5	-	4.9408	3.6817	8.6225	2	3'UTR	ENSG00000135018.15	""	Genic
chr9	83661718	83661738	chr9-2287	7.82	-	1.5881	1.5104	3.0986	2	3'UTR	ENSG00000135018.15	""	Genic
chr9	83666537	83666557	chr9-749	14.5	-	2.1175	2.4545	4.5719	2	First intron	ENSG00000135018.15	""	Genic
chr9	83677552	83677572	chr9-750	17.3	-	3.7056	2.2656	5.9713	2	Alu	ENSG00000135018.15	""	TE
chr9	83686378	83686398	chr9-2288	9.5	-	2.1175	1.3216	3.4391	2	Alu	ENSG00000135018.15	""	TE
chr9	83694936	83694956	chr9-3245	7.82	-	2.1175	1.2272	3.3447	2	Satellite/LC	ENSG00000135018.15	""	TE
chr9	83697525	83697545	chr9-751	30.2	-	7.4112	1.6048	9.0161	2	Alu	ENSG00000135018.15	""	TE
chr9	83938648	83938668	chr9-130	55.9	-	6.176	8.1186	14.2946	2	3'UTR	ENSG00000165118.15	QNG1	Genic
chr9	83968431	83968451	chr9-386	22.9	-	3.7056	2.4545	6.1601	2	3'UTR	ENSG00000165119.24	""	Genic
chr9	83968630	83968650	chr9-107	40.2	-	4.5879	5.5697	10.1576	2	3'UTR	ENSG00000165119.24	""	Genic
chr9	83969131	83969151	chr9-17	93.3	-	21.175	19.258	40.433	2	3'UTR	ENSG00000165119.24	""	Genic
chr9	83969281	83969301	chr9-5	605.2	-	87.1703	79.2033	166.3735	2	3'UTR	ENSG00000165119.24	""	Genic
chr9	83969365	83969385	chr9-10	245.3	-	32.2918	31.5303	63.8221	2	3'UTR	ENSG00000165119.24	""	Genic
chr9	83970063	83970083	chr9-387	20.7	-	2.9998	2.6433	5.643	2	Proximal intronic	ENSG00000165119.24	""	Genic
chr9	83970160	83970180	chr9-1018	26.8	-	5.9996	4.9089	10.9085	2	CDS	ENSG00000165119.24	""	Genic
chr9	83970300	83970320	chr9-1019	12.3	-	0.8823	2.1712	3.0535	2	CDS	ENSG00000165119.24	""	Genic
chr9	83971963	83971983	chr9-2699	7.26	-	1.4117	1.6992	3.1109	2	CDS	ENSG00000165119.24	""	Genic
chr9	83975303	83975323	chr9-2700	6.15	-	2.6469	0.944	3.5909	2	Deep intronic	ENSG00000165119.24	""	Genic
chr9	83976069	83976089	chr9-681	15.1	-	3.5292	1.9824	5.5116	2	Deep intronic	ENSG00000165119.24	""	Genic
chr9	83976309	83976329	chr9-1144	12.3	-	1.7646	1.6992	3.4638	2	Deep intronic	ENSG00000165119.24	""	Genic
chr9	83976578	83976598	chr9-922	17.9	-	1.7646	2.4545	4.219	2	Deep intronic	ENSG00000165119.24	""	Genic
chr9	83978307	83978327	chr9-752	15.6	-	2.6469	1.3216	3.9685	2	5'UTR	ENSG00000165119.24	""	Genic
chr9	84003068	84003088	chr9-71	65.4	+	8.1171	6.9857	15.1028	2	3'UTR	ENSG00000178966.18	""	Genic
chr9	85968063	85968083	chr9-1021	13.4	+	4.235	0.7552	4.9902	2	Deep intronic	ENSG00000135040.17	""	Genic
chr9	85971861	85971881	chr9-1289	14.5	+	2.294	1.6992	3.9932	2	LINE	ENSG00000135040.17	""	TE
chr9	86002325	86002345	chr9-3252	7.82	+	3.1762	0.8496	4.0259	2	LINE	ENSG00000135040.17	""	TE
chr9	86002783	86002803	chr9-1708	7.26	+	2.1175	1.0384	3.1559	2	LINE	ENSG00000135040.17	""	TE
chr9	86004119	86004139	chr9-753	16.2	+	3.1762	1.5104	4.6867	2	Alu	ENSG00000135040.17	""	TE
chr9	86016853	86016873	chr9-1145	8.94	+	3.1762	1.3216	4.4979	2	Proximal intronic	ENSG00000135040.17	""	Genic
chr9	86078818	86078838	chr9-1709	24	-	3.7056	2.0768	5.7825	2	First intron	ENSG00000135052.17	""	Genic
chr9	86265094	86265114	chr9-923	20.1	-	2.9998	2.0768	5.0766	2	3'UTR	ENSG00000135070.15	ISCA1	Genic
chr9	86266773	86266793	chr9-3253	5.03	-	2.4704	0.6608	3.1312	2	Alu	ENSG00000135070.15	ISCA1	TE
chr9	86267215	86267235	chr9-556	15.6	-	4.235	1.416	5.651	2	3'UTR	ENSG00000135070.15	ISCA1	Genic
chr9	87368262	87368282	chr9-3968	22.4	+	5.8231	0.6608	6.4839	2	LINE	""	""	TE
chr9	87708038	87708058	chr9-2702	5.59	+	2.8233	0.944	3.7673	2	3'UTR	ENSG00000196730.14	""	Genic
chr9	87845103	87845123	chr9-3971	16.8	+	4.5879	0.472	5.0599	2	Satellite/LC	ENSG00000234575.2	CTSLP8	TE
chr9	88178735	88178755	chr9-1291	25.7	+	4.235	2.1712	6.4062	2	Deep intronic	ENSG00000307536.1	""	Genic
chr9	88417482	88417502	chr9-1710	7.82	+	2.4704	0.6608	3.1312	2	5'UTR	ENSG00000106723.18	""	Genic
chr9	88476112	88476132	chr9-924	12.3	+	4.235	3.3041	7.5391	2	3'UTR	ENSG00000106723.18	""	Genic
chr9	88477554	88477574	chr9-73	42.5	+	8.8229	3.2097	12.0326	2	3'UTR	ENSG00000106723.18	""	Genic
chr9	88478015	88478035	chr9-36	75.4	+	14.9989	10.573	25.572	2	3'UTR	ENSG00000106723.18	""	Genic
chr9	88478201	88478221	chr9-315	38	+	3.5292	5.6641	9.1933	2	3'UTR	ENSG00000106723.18	""	Genic
chr9	88478548	88478568	chr9-258	28.5	+	3.5292	3.3985	6.9276	2	3'UTR	ENSG00000106723.18	""	Genic
chr9	89311266	89311286	chr9-3974	5.59	+	1.5881	1.5104	3.0986	2	5'UTR	ENSG00000123975.6	""	Genic
chr9	89311921	89311941	chr9-3975	9.5	+	1.5881	1.7936	3.3818	2	First intron	ENSG00000123975.6	""	Genic
chr9	89315432	89315452	chr9-754	16.2	+	2.1175	2.1712	4.2887	2	First intron	ENSG00000123975.6	""	Genic
chr9	89316627	89316647	chr9-388	19	+	4.7644	1.888	6.6524	2	3'UTR	ENSG00000123975.6	""	Genic
chr9	89338901	89338921	chr9-682	14.5	+	2.294	1.3216	3.6156	2	Deep intronic	ENSG00000187742.16	""	Genic
chr9	90688558	90688578	chr9-340	24	-	5.6467	1.1328	6.7795	2	LINE	""	""	TE
chr9	91287611	91287631	chr9-3980	7.82	-	1.7646	1.416	3.1806	2	LINE	ENSG00000148090.13	""	TE
chr9	91288947	91288967	chr9-1022	12.9	-	3.7056	0.944	4.6496	2	First intron	ENSG00000148090.13	""	Genic
chr9	91290400	91290420	chr9-557	14.5	-	3.7056	0.7552	4.4608	2	Alu	ENSG00000148090.13	""	TE
chr9	91291899	91291919	chr9-245	34.1	-	5.4702	3.0209	8.4911	2	Alu	ENSG00000148090.13	""	TE
chr9	91322686	91322706	chr9-1293	12.3	-	1.5881	1.9824	3.5706	2	LINE	ENSG00000148090.13	""	TE
chr9	91343221	91343241	chr9-925	13.4	-	3.3527	1.7936	5.1463	2	LINE	ENSG00000148090.13	""	TE
chr9	91343303	91343323	chr9-259	19.6	-	4.7644	1.888	6.6524	2	LINE	ENSG00000148090.13	""	TE
chr9	91343712	91343732	chr9-834	16.2	-	3.1762	1.2272	4.4035	2	Alu	ENSG00000148090.13	""	TE
chr9	91343881	91343901	chr9-464	14.5	-	3.5292	1.888	5.4172	2	LINE	ENSG00000148090.13	""	TE
chr9	91349460	91349480	chr9-1711	8.94	-	2.8233	1.0384	3.8617	2	First intron	ENSG00000148090.13	""	Genic
chr9	91354340	91354360	chr9-1977	8.38	-	2.6469	1.0384	3.6853	2	First intron	ENSG00000148090.13	""	Genic
chr9	91355526	91355546	chr9-1490	14	-	2.8233	1.1328	3.9562	2	Alu	ENSG00000148090.13	""	TE
chr9	91848742	91848762	chr9-608	21.8	-	2.294	2.4545	4.7484	2	Alu	ENSG00000169071.16	""	TE
chr9	91859816	91859836	chr9-1147	8.94	-	3.3527	0.1888	3.5415	2	Alu	ENSG00000169071.16	""	TE
chr9	91863407	91863427	chr9-1979	7.82	-	1.7646	1.5104	3.275	2	LINE	ENSG00000169071.16	""	TE
chr9	91863490	91863510	chr9-139	33.5	-	6.8819	5.7585	12.6404	2	LINE	ENSG00000169071.16	""	TE
chr9	91866947	91866967	chr9-1294	11.7	-	1.941	1.6048	3.5459	2	First intron	ENSG00000169071.16	""	Genic
chr9	91868148	91868168	chr9-683	14	-	1.941	2.5489	4.4899	2	LINE	ENSG00000169071.16	""	TE
chr9	91868285	91868305	chr9-1148	10.6	-	2.294	1.416	3.71	2	LINE	ENSG00000169071.16	""	TE
chr9	91868430	91868450	chr9-1149	10.6	-	3.3527	2.6433	5.996	2	LINE	ENSG00000169071.16	""	TE
chr9	91868524	91868544	chr9-836	10.1	-	2.4704	2.9265	5.3969	2	LINE	ENSG00000169071.16	""	TE
chr9	91875270	91875290	chr9-1024	11.2	-	2.294	1.7936	4.0876	2	First intron	ENSG00000169071.16	""	Genic
chr9	91876031	91876051	chr9-1980	17.9	-	1.2352	2.5489	3.7841	2	First intron	ENSG00000169071.16	""	Genic
chr9	91885755	91885775	chr9-295	30.7	-	5.6467	5.2865	10.9332	2	First intron	ENSG00000169071.16	""	Genic
chr9	91905980	91906000	chr9-509	19.6	-	2.4704	3.2097	5.6801	2	First intron	ENSG00000169071.16	""	Genic
chr9	91910473	91910493	chr9-3988	5.03	-	1.941	1.2272	3.1683	2	LINE	ENSG00000169071.16	""	TE
chr9	91911914	91911934	chr9-609	30.7	-	3.8821	3.1153	6.9973	2	LINE	ENSG00000169071.16	""	TE
chr9	91924764	91924784	chr9-1981	19	-	2.1175	2.0768	4.1943	2	Alu	ENSG00000169071.16	""	TE
chr9	91929145	91929165	chr9-684	19	-	4.235	2.2656	6.5006	2	First intron	ENSG00000169071.16	""	Genic
chr9	91930002	91930022	chr9-755	22.4	-	2.9998	3.0209	6.0206	2	First intron	ENSG00000169071.16	""	Genic
chr9	91931033	91931053	chr9-1295	10.6	-	2.1175	1.6048	3.7223	2	LINE	ENSG00000169071.16	""	TE
chr9	91932648	91932668	chr9-510	19	-	3.3527	1.888	5.2407	2	Alu	ENSG00000169071.16	""	TE
chr9	91933634	91933654	chr9-3265	14	-	2.294	1.5104	3.8044	2	LINE	ENSG00000169071.16	""	TE
chr9	91944366	91944386	chr9-926	15.1	-	1.4117	2.1712	3.5829	2	LINE	ENSG00000169071.16	""	TE
chr9	92031735	92031755	chr9-1983	9.5	-	2.294	1.2272	3.5212	2	3'UTR	ENSG00000090054.17	""	Genic
chr9	92032130	92032150	chr9-837	15.1	-	2.1175	1.888	4.0055	2	3'UTR	ENSG00000090054.17	""	Genic
chr9	92096868	92096888	chr9-1150	10.1	-	1.4117	2.1712	3.5829	2	LINE	ENSG00000090054.17	""	TE
chr9	92100036	92100056	chr9-1296	15.1	-	2.8233	1.7936	4.617	2	Deep intronic	ENSG00000090054.17	""	Genic
chr9	92102715	92102735	chr9-2306	7.82	-	1.4117	2.0768	3.4885	2	LINE	ENSG00000090054.17	""	TE
chr9	92220949	92220969	chr9-426	18.4	-	3.7056	2.9265	6.6321	2	Alu	ENSG00000196305.20	""	TE
chr9	92251914	92251934	chr9-1984	10.1	-	2.1175	1.7936	3.9111	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92252198	92252218	chr9-1493	9.5	-	1.4117	2.4545	3.8661	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92253183	92253203	chr9-685	22.9	-	5.9996	4.3425	10.3421	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92253560	92253580	chr9-610	15.6	-	3.1762	1.5104	4.6867	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92254229	92254249	chr9-1494	10.1	-	2.6469	1.6048	4.2517	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92254361	92254381	chr9-91	34.6	-	9.3523	3.8705	13.2228	2	Satellite/LC	ENSG00000196305.20	""	TE
chr9	92255945	92255965	chr9-1297	14	-	5.8231	10.2898	16.1129	2	LINE	ENSG00000196305.20	""	TE
chr9	92255998	92256018	chr9-316	59.2	-	4.9408	8.9682	13.909	2	LINE	ENSG00000196305.20	""	TE
chr9	92256489	92256509	chr9-1153	11.7	-	5.1173	2.2656	7.3829	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92256854	92256874	chr9-558	20.1	-	4.5879	3.4929	8.0808	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92258582	92258602	chr9-1714	12.3	-	1.941	1.6992	3.6403	2	Alu	ENSG00000196305.20	""	TE
chr9	92264856	92264876	chr9-1298	12.9	-	2.9998	2.5489	5.5486	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92268068	92268088	chr9-756	12.3	-	3.1762	1.1328	4.3091	2	Satellite/LC	ENSG00000196305.20	""	TE
chr9	92270782	92270802	chr9-114	39.1	-	8.1171	4.0593	12.1764	2	Alu	ENSG00000196305.20	""	TE
chr9	92271993	92272013	chr9-2716	9.5	-	2.6469	0.472	3.1189	2	LTR/ERV	ENSG00000196305.20	""	TE
chr9	92276055	92276075	chr9-341	22.9	-	5.1173	2.4545	7.5717	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92276229	92276249	chr9-757	15.1	-	2.6469	2.4545	5.1013	2	LINE	ENSG00000196305.20	""	TE
chr9	92276866	92276886	chr9-1025	16.2	-	3.1762	2.4545	5.6307	2	Deep intronic	ENSG00000196305.20	""	Genic
chr9	92281209	92281229	chr9-2719	11.2	-	3.3527	1.1328	4.4855	2	Alu	ENSG00000196305.20	""	TE
chr9	92282756	92282776	chr9-362	21.8	-	3.3527	2.1712	5.5239	2	Alu	ENSG00000196305.20	""	TE
chr9	92284165	92284185	chr9-2310	9.5	-	2.4704	1.416	3.8864	2	Alu	ENSG00000196305.20	""	TE
chr9	92284758	92284778	chr9-389	35.2	-	8.8229	1.888	10.7109	2	Alu	ENSG00000196305.20	""	TE
chr9	92286923	92286943	chr9-1496	12.3	-	3.1762	2.1712	5.3475	2	LINE	ENSG00000196305.20	""	TE
chr9	92287667	92287687	chr9-465	34.6	-	6.8819	3.1153	9.9971	2	3'UTR-distal	ENSG00000196305.20	""	Genic
chr9	92287955	92287975	chr9-1716	11.7	-	1.5881	1.416	3.0042	2	3'UTR-distal	ENSG00000196305.20	""	Genic
chr9	92288747	92288767	chr9-4004	6.15	-	1.941	1.888	3.8291	2	3'UTR-distal	ENSG00000196305.20	""	Genic
chr9	92289183	92289203	chr9-838	12.9	-	1.7646	1.2272	2.9918	2	3'UTR-distal	ENSG00000196305.20	""	Genic
chr9	92314070	92314090	chr9-1026	12.3	-	3.3527	2.8321	6.1848	2	Deep intronic	ENSG00000198000.13	""	Genic
chr9	92381307	92381327	chr9-1717	26.3	+	3.5292	3.2097	6.7388	2	Alu	ENSG00000188312.15	CENPP	TE
chr9	92381907	92381927	chr9-686	15.1	+	1.941	1.7936	3.7347	2	LINE	ENSG00000188312.15	CENPP	TE
chr9	92383643	92383663	chr9-559	18.4	+	1.7646	3.6817	5.4463	2	Deep intronic	ENSG00000188312.15	CENPP	Genic
chr9	92390435	92390455	chr9-427	17.9	+	2.4704	1.888	4.3585	2	Deep intronic	ENSG00000188312.15	CENPP	Genic
chr9	92395344	92395364	chr9-1718	11.2	+	0.7058	2.5489	3.2547	2	LINE	ENSG00000188312.15	CENPP	TE
chr9	92397335	92397355	chr9-2314	6.71	+	1.5881	1.416	3.0042	2	Alu	ENSG00000188312.15	CENPP	TE
chr9	92398275	92398295	chr9-1299	10.6	+	2.4704	1.888	4.3585	2	LINE	ENSG00000188312.15	CENPP	TE
chr9	92398560	92398580	chr9-511	20.7	+	2.8233	2.8321	5.6554	2	LINE	ENSG00000188312.15	CENPP	TE
chr9	92430451	92430471	chr9-1498	12.9	+	0.8823	2.5489	3.4311	2	Alu	ENSG00000188312.15	CENPP	TE
chr9	92436726	92436746	chr9-1027	11.7	+	1.5881	1.7936	3.3818	2	LINE	ENSG00000188312.15	CENPP	TE
chr9	92444461	92444481	chr9-839	12.9	+	1.0587	2.1712	3.23	2	LINE	ENSG00000188312.15	CENPP	TE
chr9	92461153	92461173	chr9-687	15.1	+	2.1175	3.0209	5.1384	2	LINE	ENSG00000188312.15	CENPP	TE
chr9	92461267	92461287	chr9-1721	13.4	+	1.2352	2.2656	3.5009	2	LINE	ENSG00000188312.15	CENPP	TE
chr9	92475846	92475866	chr9-688	14	+	1.0587	1.9824	3.0412	2	Deep intronic	ENSG00000188312.15	CENPP	Genic
